,Data,precipitacao_observada,Horario,Datetime,Maravista_ws10,Maravista_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Maravista,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Maravista,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-09-05 05:00:00,2021-09-05,0.0,05:00:00,2021-09-05 05:00:00,1.36331,302.165,0.607952,65.8611,0.140969,331.529,0.934026,289.06,1.65682,308.738,0.268979,44.2532,0.533696,50.5426,0.101153,252.321,0.565151,61.9162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4015,19.6371,20.0047,20.3267,20.3488,20.0098,19.3708,19.8058,20.0684
2021-09-05 06:00:00,2021-09-05,0.0,06:00:00,2021-09-05 06:00:00,2.16164,327.32,1.05924,9.10159,1.06353,357.257,2.12373,324.45,2.00273,334.628,1.1949,357.767,1.18232,5.94052,1.17623,0.190887,0.951733,17.5587,0.0,7.96508e-11,5.91156e-08,0.0,0.0,5.42762e-05,4.98618e-11,3.22532e-09,1.53104e-11,20.1614,19.5067,19.6026,20.1836,20.0384,19.7018,19.383,18.222,19.5363
2021-09-05 07:00:00,2021-09-05,0.0,07:00:00,2021-09-05 07:00:00,2.01063,329.989,0.201241,35.8113,0.627325,316.104,1.72815,327.155,1.96797,336.205,0.636913,339.544,0.310627,26.5899,0.511148,333.566,0.19759,53.8596,0.0,7.96508e-11,5.91156e-08,0.0,0.0,5.42762e-05,4.98637e-11,3.22532e-09,1.53104e-11,19.9124,19.2588,19.3165,19.8969,19.821,19.4482,19.2253,19.0507,19.3296
2021-09-05 08:00:00,2021-09-05,0.0,08:00:00,2021-09-05 08:00:00,0.945566,306.236,0.782327,143.163,1.00891,171.645,0.611021,305.279,1.05924,317.305,0.438301,145.225,0.742895,150.486,1.08656,159.625,0.920635,139.47,0.0,1.85139e-10,5.91156e-08,0.0,0.0,5.42762e-05,2.73687e-08,3.22532e-09,1.53104e-11,19.8112,19.0444,19.2712,19.883,19.704,19.4095,19.039,18.9416,19.1101
2021-09-05 09:00:00,2021-09-05,0.0,09:00:00,2021-09-05 09:00:00,1.11346,54.3108,0.813051,44.6075,0.504577,24.5774,1.13393,56.8079,0.813237,45.0244,0.821229,358.582,0.623986,31.4381,0.533654,63.1336,0.956478,53.5867,0.0,1.37996e-09,0.0,0.0,0.0,0.0,6.07956e-08,0.0,4.60072e-09,19.3846,19.1225,18.9401,19.3144,19.518,19.2035,19.203,18.7231,19.057
2021-09-05 10:00:00,2021-09-05,0.0,10:00:00,2021-09-05 10:00:00,1.31704,56.8434,1.39568,82.6527,1.08055,77.994,1.7043,60.4282,1.07678,51.6862,0.969375,63.417,1.02911,89.9464,1.31664,83.7534,1.51663,79.3306,1.16316e-08,2.35495e-08,3.61005e-09,8.66577e-09,9.09995e-10,8.11997e-09,7.65986e-08,1.10351e-09,0.00127261,19.5639,19.0962,18.8396,18.9282,19.9273,18.9287,19.144,18.7333,19.2784
2021-09-05 11:00:00,2021-09-05,0.0,11:00:00,2021-09-05 11:00:00,1.56718,70.2207,1.76039,118.068,1.4853,112.059,1.49578,51.107,1.56191,85.3949,1.34052,119.853,1.59098,113.309,1.7109,112.147,1.71354,121.008,1.20153e-08,3.79177e-06,2.39238e-06,7.0361e-08,2.27159e-09,0.00103426,0.000265563,1.03925e-08,0.00127261,19.6443,19.4645,18.9995,19.2951,20.1087,19.1403,19.2721,18.9727,19.6308
2021-09-05 12:00:00,2021-09-05,0.0,12:00:00,2021-09-05 12:00:00,1.02474,35.6651,1.1796,110.169,1.05332,121.463,0.937888,10.8503,1.12448,70.5988,0.705847,128.278,1.1084,103.905,1.57594,121.712,1.31056,116.943,1.20153e-08,3.799e-06,2.39238e-06,7.0361e-08,2.27159e-09,0.00103426,0.000265544,1.03925e-08,0.00127261,21.4349,20.1893,19.5499,21.575,21.3954,19.6982,20.1255,19.6676,20.2331
2021-09-05 13:00:00,2021-09-05,0.0,13:00:00,2021-09-05 13:00:00,1.39062,141.762,1.1967,126.522,1.32117,125.98,1.88471,137.282,1.31648,142.424,0.926739,132.43,0.997193,135.723,1.87817,123.516,1.35989,119.326,3.83651e-10,3.77683e-06,2.38877e-06,6.16953e-08,1.36159e-09,0.00103425,0.000265528,9.28898e-09,1.62981e-09,23.9507,23.2567,23.0574,24.1075,23.7887,23.1685,23.2107,23.334,23.3742
2021-09-05 14:00:00,2021-09-05,0.0,14:00:00,2021-09-05 14:00:00,3.34435,140.792,1.35245,146.7,1.4832,141.444,3.96418,143.371,3.18632,147.854,1.84826,147.725,1.31409,155.4,1.66046,133.232,1.41218,137.366,0.0,8.50127e-09,0.0,0.0,0.0,0.0,1.49303e-08,0.0,0.0,23.4723,26.7328,26.4579,23.3564,23.4644,26.7196,26.7873,26.3788,26.7461
2021-09-05 15:00:00,2021-09-05,0.0,15:00:00,2021-09-05 15:00:00,3.91896,141.088,4.55585,153.945,4.77005,155.44,4.51714,141.321,3.86321,144.465,4.79422,156.357,4.7041,155.932,5.41344,154.249,4.61941,153.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0648,26.4009,25.5033,23.06,23.0022,25.6463,26.3409,25.3351,26.4524
2021-09-05 16:00:00,2021-09-05,0.0,16:00:00,2021-09-05 16:00:00,4.18232,140.107,4.90766,151.013,5.22448,151.502,5.03143,139.019,4.08044,143.35,5.15637,153.5,5.04331,154.185,5.95959,150.883,4.89373,150.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0396,25.9818,25.1594,23.1066,22.9876,25.2672,25.8977,24.9682,26.041
2021-09-05 17:00:00,2021-09-05,0.0,17:00:00,2021-09-05 17:00:00,4.68744,130.122,5.0328,148.817,5.28778,148.693,5.44793,130.901,4.4491,132.159,5.15617,151.645,5.00166,151.682,6.16128,146.914,5.0342,147.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.997,25.475,24.6452,23.15,22.8969,24.792,25.4494,24.401,25.5188
2021-09-05 18:00:00,2021-09-05,0.0,18:00:00,2021-09-05 18:00:00,4.89537,113.212,4.22733,126.118,4.63386,132.854,5.323,116.354,4.89334,111.285,4.32339,133.337,4.35546,126.559,5.43566,132.347,4.21078,127.808,6.77032e-09,0.0,0.0,2.97853e-08,1.20319e-09,0.0,0.0,0.0,0.0,23.3791,25.4437,24.6099,23.4977,23.3022,24.7964,25.3533,24.2874,25.5042
2021-09-05 19:00:00,2021-09-05,0.0,19:00:00,2021-09-05 19:00:00,4.88535,95.8251,4.26131,124.854,4.37538,127.17,5.3395,100.289,4.88344,95.7829,3.97042,127.99,4.23058,127.348,5.31029,127.186,4.29435,123.452,6.82708e-09,0.0,0.0,2.97995e-08,1.26814e-09,0.0,0.0,0.0,0.0,23.2288,25.0333,24.1507,23.2556,23.1935,24.301,24.9548,23.7561,25.1247
2021-09-05 20:00:00,2021-09-05,0.0,20:00:00,2021-09-05 20:00:00,4.0716,82.0508,3.40947,106.114,3.26633,103.859,4.27423,88.0108,4.20356,83.053,2.97675,106.015,3.15819,106.855,3.80756,104.966,3.57476,104.425,6.82708e-09,0.0,0.0,2.97995e-08,1.26814e-09,0.0,0.0,0.0,0.0,22.9675,25.1717,24.4462,22.9472,22.9509,24.5025,25.2222,24.0597,25.1909
2021-09-05 21:00:00,2021-09-05,0.0,21:00:00,2021-09-05 21:00:00,3.35434,73.0113,4.08849,86.5106,4.11376,81.4157,3.60263,84.311,3.38533,74.1136,3.75118,78.6958,3.94001,85.2991,3.67188,85.7645,4.21426,86.2568,5.67653e-11,0.0,0.0,1.41185e-11,6.49496e-11,0.0,0.0,0.0,0.0,22.3031,24.8144,24.2781,22.2708,22.3396,24.3981,24.7624,22.9344,24.8994
2021-09-05 22:00:00,2021-09-05,0.0,22:00:00,2021-09-05 22:00:00,1.65406,82.6281,4.49048,83.5003,4.22343,77.2551,2.1688,90.5266,1.84294,88.717,4.1848,71.7872,4.44509,80.698,3.93038,83.697,4.58159,85.5649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6874,23.9464,23.3838,22.7107,22.7265,23.4972,23.8939,22.2433,24.0285
2021-09-05 23:00:00,2021-09-05,0.0,23:00:00,2021-09-05 23:00:00,3.29214,233.487,2.80508,105.504,2.68073,100.058,1.92531,234.455,3.77448,230.826,2.25609,93.9571,2.53444,100.675,2.47437,109.046,3.00995,106.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0078,23.0982,22.508,23.149,22.807,22.6083,23.0701,20.6305,23.1691
2021-09-06 00:00:00,2021-09-06,0.0,00:00:00,2021-09-06 00:00:00,0.90603,226.186,0.432906,307.273,1.30237,257.786,0.921484,217.144,0.867799,236.544,0.795127,264.009,0.364553,337.782,1.63603,256.289,0.60168,289.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9756,22.6515,22.5546,21.9543,21.9964,22.5211,22.6159,22.5832,22.6815
2021-09-06 01:00:00,2021-09-06,0.0,01:00:00,2021-09-06 01:00:00,1.56434,65.4438,1.70553,164.442,1.0505,150.801,1.76478,114.58,2.4344,54.9834,0.973681,143.332,1.80335,158.217,1.292,152.567,1.70703,176.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7693,22.5813,22.0838,21.7831,21.7981,22.1836,22.4221,20.0654,22.6614
2021-09-06 02:00:00,2021-09-06,0.0,02:00:00,2021-09-06 02:00:00,1.81484,174.472,2.24501,200.964,2.59918,192.211,2.56787,169.794,1.96279,167.076,2.23497,194.902,2.49028,200.917,2.37107,191.613,1.88976,207.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4541,22.218,21.6773,21.4534,21.3944,21.9149,22.1863,19.9166,22.3182
2021-09-06 03:00:00,2021-09-06,0.0,03:00:00,2021-09-06 03:00:00,1.46105,159.786,1.3767,176.329,2.17231,174.096,2.56516,145.474,1.29585,170.348,2.00753,182.523,1.55207,178.846,2.19922,169.918,1.46913,176.448,8.81897e-07,0.0,0.0,3.09077e-07,0.000101854,0.0,0.0,0.0,0.0,21.2517,21.3986,20.7906,21.3741,21.1633,20.9861,21.3627,19.181,21.3464
2021-09-06 04:00:00,2021-09-06,0.0,04:00:00,2021-09-06 04:00:00,1.0815,64.9254,1.31027,145.825,1.59706,159.858,1.82752,97.2957,0.924015,62.7651,1.28504,171.85,1.28742,150.711,1.93425,156.022,1.35571,148.303,8.81897e-07,0.0,0.0,3.09077e-07,0.000101854,0.0,0.0,0.0,0.0,21.0435,21.0657,20.5396,21.1444,20.9677,20.7117,21.0111,18.8127,21.0454
2021-09-06 05:00:00,2021-09-06,0.0,05:00:00,2021-09-06 05:00:00,0.717019,61.4547,0.359757,41.2339,0.860429,158.869,1.50578,114.239,0.802031,40.2195,0.496406,174.436,0.28497,46.4912,1.21448,157.901,0.272132,46.4162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7813,20.811,20.4291,20.9358,20.7126,20.5271,20.7607,19.5858,20.8129
2021-09-06 06:00:00,2021-09-06,0.0,06:00:00,2021-09-06 06:00:00,0.900625,52.4696,0.191103,228.615,0.55753,193.744,0.822677,81.4175,1.01111,51.4344,0.438587,200.962,0.124733,268.24,0.808365,197.199,0.317376,191.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6397,20.5994,20.2108,20.7411,20.5769,20.3152,20.6022,18.7141,20.6071
2021-09-06 07:00:00,2021-09-06,0.0,07:00:00,2021-09-06 07:00:00,0.818388,40.2175,0.46682,90.9838,0.474467,223.845,0.905185,55.7509,0.699318,14.0373,0.436221,205.651,0.265254,93.8786,0.37267,272.386,0.617803,89.3229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4847,20.3329,20.0059,20.3814,20.5259,20.0446,20.3168,18.6807,20.3748
2021-09-06 08:00:00,2021-09-06,0.0,08:00:00,2021-09-06 08:00:00,0.49339,20.4678,0.530988,92.6248,0.554132,293.488,0.690316,64.8919,0.722432,322.829,0.477171,224.03,0.420672,95.0355,0.620591,289.111,0.556026,91.8823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2305,20.0131,19.8433,20.0653,20.3001,19.889,19.9557,18.3601,20.0853
2021-09-06 09:00:00,2021-09-06,0.0,09:00:00,2021-09-06 09:00:00,1.02668,280.064,0.33774,269.115,1.31602,262.105,0.643744,258.739,1.20861,294.433,1.05562,245.234,0.205032,161.492,1.64098,253.088,0.614952,253.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2478,20.0835,19.8746,20.2875,20.1538,19.8987,19.9504,18.1523,20.1376
2021-09-06 10:00:00,2021-09-06,0.0,10:00:00,2021-09-06 10:00:00,0.90603,226.186,0.432906,307.273,1.30237,257.786,0.921484,217.144,0.867799,236.544,0.795127,264.009,0.364553,337.782,1.63603,256.289,0.60168,289.798,0.0,0.0,0.0,0.0,0.0,0.0,9.33574e-12,0.0,0.0,20.7326,20.2498,20.6585,20.7357,20.6978,20.722,20.1053,20.6016,20.3928
2021-09-06 11:00:00,2021-09-06,0.0,11:00:00,2021-09-06 11:00:00,1.2045,213.634,1.25484,258.332,1.47237,232.676,1.27629,227.585,1.1675,208.348,1.30147,218.797,0.95408,271.644,1.82388,239.74,1.31468,251.978,9.55538e-11,0.0,0.0,1.86731e-11,6.25005e-09,0.0,9.33574e-12,0.0,0.0,21.3669,22.1085,22.0923,21.4492,21.2754,22.2653,22.0717,22.0706,22.1041
2021-09-06 12:00:00,2021-09-06,0.0,12:00:00,2021-09-06 12:00:00,2.6921,223.178,2.32845,194.386,2.826,192.007,2.76845,223.871,2.67601,223.909,2.76531,201.34,2.6911,190.161,3.00817,187.254,2.1157,213.234,0.0126301,0.0,1.63363e-09,0.0242955,0.00414869,5.60128e-12,9.33574e-12,7.69163e-09,2.09169e-12,21.9078,23.5484,22.6993,22.0863,21.6554,22.9377,23.4748,22.739,23.638
2021-09-06 13:00:00,2021-09-06,0.0,13:00:00,2021-09-06 13:00:00,2.84487,226.862,2.9491,202.155,3.24809,202.041,3.00447,223.38,2.79504,231.271,3.28608,205.208,2.92875,199.434,3.44861,202.471,2.94551,206.321,0.0127715,2.12056e-06,0.00108461,0.0243146,0.00973978,0.000402804,6.44487e-09,0.000267151,0.000408467,22.3096,24.1162,23.356,22.5625,21.8533,23.6893,24.1773,23.2113,24.0758
2021-09-06 14:00:00,2021-09-06,0.0,14:00:00,2021-09-06 14:00:00,3.79625,221.302,3.42172,187.175,3.41973,189.865,3.77974,220.532,3.93565,221.277,3.3812,194.2,3.36764,188.67,3.76624,189.029,3.28636,189.573,0.0421595,2.18134e-06,0.00138057,0.0350107,0.0651929,0.000937646,5.62872e-08,0.000267187,0.000408467,22.8741,24.4729,23.5235,23.1209,22.4625,23.727,24.3483,23.6915,24.7137
2021-09-06 15:00:00,2021-09-06,0.0,15:00:00,2021-09-06 15:00:00,3.40967,224.314,3.83755,192.935,3.93265,194.482,3.61333,221.688,3.27171,224.683,3.79606,197.721,3.75288,194.488,4.41538,191.134,3.70948,192.859,0.0822185,2.18134e-06,0.00138057,0.0715721,0.0886446,0.000937646,5.62872e-08,0.000267179,0.000408467,23.0464,25.1946,24.3673,23.3044,22.5248,24.646,25.2242,24.2185,25.2229
2021-09-06 16:00:00,2021-09-06,0.0,16:00:00,2021-09-06 16:00:00,4.0472,210.444,4.09187,191.066,4.37644,191.326,4.16394,211.255,3.96506,213.008,4.20825,194.393,4.06293,192.369,4.84664,189.125,4.0533,189.609,0.0820771,6.07813e-08,0.00029596,0.071553,0.0830535,0.000534843,4.98423e-08,3.56522e-08,0.0,23.4632,25.7086,24.9555,23.5743,23.1437,25.2024,25.7442,24.7776,25.7429
2021-09-06 17:00:00,2021-09-06,0.0,17:00:00,2021-09-06 17:00:00,3.98869,204.955,4.70286,187.707,4.98049,189.238,4.09032,209.071,3.98337,202.555,4.82036,192.921,4.69301,189.009,5.52795,186.844,4.71291,184.767,0.0681944,0.0,0.0,0.0629807,0.0504715,0.0,0.0,0.0,0.0,23.0288,25.004,24.1609,23.2023,22.8123,24.4356,25.0696,23.9399,25.0083
2021-09-06 18:00:00,2021-09-06,0.0,18:00:00,2021-09-06 18:00:00,3.45105,200.957,5.02755,185.348,5.52597,186.789,3.55658,201.096,3.40621,196.632,5.20685,190.092,4.83077,187.565,6.26624,182.476,5.10325,181.311,0.0330853,7.23048e-11,9.51113e-08,0.00901977,0.0328201,2.91038e-10,3.58824e-12,0.000182531,6.93835e-08,22.3331,24.1748,23.3982,22.5236,22.1446,23.8065,24.3188,23.0667,24.1408
2021-09-06 19:00:00,2021-09-06,0.0,19:00:00,2021-09-06 19:00:00,3.94924,187.056,4.5151,181.154,5.3268,180.389,3.98711,187.345,4.13612,184.692,4.88799,180.844,4.32831,179.143,5.94507,178.177,4.5066,178.99,0.0330853,7.23048e-11,9.51113e-08,0.00901977,0.0328201,2.91038e-10,3.58824e-12,0.000182531,6.93835e-08,22.6937,23.7826,23.1442,22.7528,22.4688,23.4583,23.8798,22.7644,23.7094
2021-09-06 20:00:00,2021-09-06,0.0,20:00:00,2021-09-06 20:00:00,3.27642,187.496,3.55819,170.633,4.35102,172.405,3.37408,186.332,3.40702,184.85,4.18749,170.915,3.94551,166.991,5.19505,171.633,3.95357,172.547,0.01758,7.23048e-11,9.51113e-08,0.00689587,0.00994907,2.91038e-10,3.58824e-12,0.000182531,6.93835e-08,22.2434,23.1631,22.5049,22.2354,21.9712,22.762,23.1614,21.9105,23.0275
2021-09-06 21:00:00,2021-09-06,0.0,21:00:00,2021-09-06 21:00:00,2.75212,190.497,3.15763,172.965,3.70063,175.167,2.93466,188.901,2.92728,186.885,3.6456,174.648,3.53967,168.389,3.93252,172.596,3.60155,173.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6534,22.1707,21.4629,21.6159,21.3839,21.7513,22.1589,20.3573,22.0216
2021-09-06 22:00:00,2021-09-06,0.0,22:00:00,2021-09-06 22:00:00,3.01642,195.012,3.16991,169.446,3.50192,169.972,2.61158,200.857,3.22261,195.289,3.68539,173.094,3.73224,169.77,3.22097,168.24,3.29428,170.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2508,21.6986,21.1231,21.3724,20.9415,21.3821,21.6861,20.0479,21.6436
2021-09-06 23:00:00,2021-09-06,0.0,23:00:00,2021-09-06 23:00:00,1.95251,206.248,2.44648,171.024,2.85292,174.28,2.12425,206.907,1.94043,197.268,2.89717,177.623,2.88158,170.151,2.54952,171.621,2.56834,172.212,0.0,0.0,0.0,0.0,0.0,0.0,8.43727e-10,0.0,0.0,21.0383,21.4767,20.7389,21.079,20.6751,21.0892,21.5137,19.4543,21.3775
2021-09-07 00:00:00,2021-09-07,0.0,00:00:00,2021-09-07 00:00:00,1.92604,66.6844,1.78935,110.059,1.77544,116.916,2.32545,70.9434,2.11036,71.0299,1.57185,114.63,1.64967,111.126,1.81594,121.895,1.82982,109.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2092,22.5036,22.4869,22.2007,22.218,22.4597,22.4733,22.5145,22.5343
2021-09-07 01:00:00,2021-09-07,0.0,01:00:00,2021-09-07 01:00:00,1.50187,132.779,2.12596,149.393,2.0695,154.598,2.13011,138.946,1.28451,128.132,1.9376,158.684,1.88555,150.965,2.1672,153.067,2.37651,148.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6067,22.1933,21.4369,21.7758,21.5706,21.6354,22.1725,19.2928,22.1608
2021-09-07 02:00:00,2021-09-07,0.0,02:00:00,2021-09-07 02:00:00,1.4442,108.172,1.56334,125.571,1.61934,137.816,1.9054,116.278,1.28532,103.417,1.58351,138.087,1.51054,127.381,1.9052,139.094,1.7889,125.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2734,21.8065,21.0461,21.5695,21.1473,21.2953,21.7114,18.8254,21.8432
2021-09-07 03:00:00,2021-09-07,0.0,03:00:00,2021-09-07 03:00:00,1.43401,74.4975,2.29324,117.188,2.13703,121.992,1.61617,85.1739,1.40827,81.6894,1.86451,117.031,2.24949,118.317,2.28111,128.037,2.11716,117.145,0.0,3.41175e-08,1.25898e-09,0.0,0.0,1.11239e-08,1.52031e-07,1.12045e-09,1.16652e-09,21.0985,21.6323,21.0636,21.1899,20.9042,21.2552,21.5813,20.6528,21.6987
2021-09-07 04:00:00,2021-09-07,0.0,04:00:00,2021-09-07 04:00:00,1.60767,55.1355,2.38003,112.413,2.5143,111.671,1.41737,52.1682,1.83182,69.7221,2.17377,109.87,2.35058,112.14,2.55132,115.43,2.40664,112.159,1.44541e-07,0.0141462,0.0411269,4.43656e-05,8.84102e-05,0.0473874,0.0400344,0.0154032,0.0107596,21.0034,21.5517,21.0666,20.9273,21.0275,21.2568,21.5423,20.7792,21.6025
2021-09-07 05:00:00,2021-09-07,0.0,05:00:00,2021-09-07 05:00:00,1.76411,64.7727,2.079,112.616,1.87781,107.058,1.53262,61.3877,1.99348,72.9413,1.85495,102.71,2.03028,109.968,1.88505,111.289,2.2592,112.866,0.05772,0.186656,0.168364,0.035899,0.0323263,0.217074,0.297137,0.0607202,0.0555593,21.1094,21.4172,20.9119,21.1823,21.0088,21.0964,21.4241,20.5551,21.4306
2021-09-07 06:00:00,2021-09-07,0.0,06:00:00,2021-09-07 06:00:00,1.59369,71.6972,1.49043,87.0066,1.65909,73.6254,1.97303,83.3632,1.05577,77.656,0.968516,63.2585,1.06147,84.2476,1.89314,79.6351,1.97215,85.1649,0.05772,0.186659,0.168364,0.035899,0.0323263,0.217074,0.297278,0.0607224,0.0555593,20.9891,21.1291,20.7702,21.0359,20.6317,20.634,21.0182,18.4051,21.3423
2021-09-07 07:00:00,2021-09-07,0.0,07:00:00,2021-09-07 07:00:00,1.9129,92.9114,1.46684,109.422,1.55036,108.073,2.50959,105.693,1.62837,82.1228,1.15435,108.763,1.23049,111.932,1.89658,110.696,1.50617,105.523,0.116419,0.172513,0.127237,0.0599615,0.111698,0.169687,0.257244,0.0453191,0.0447997,20.8915,20.6966,20.1822,20.9894,20.736,20.1985,20.601,17.9982,20.7933
2021-09-07 08:00:00,2021-09-07,0.0,08:00:00,2021-09-07 08:00:00,2.34571,77.1122,1.94595,95.7098,1.31408,80.1065,2.33256,84.1486,2.37513,74.2951,1.28588,72.7662,1.73124,94.9062,1.49429,88.876,1.96878,97.0077,0.0604039,3.12924e-06,0.0,0.031466,0.0819173,7.45058e-08,0.000140846,2.14204e-06,4.09782e-08,20.7512,20.1688,19.7829,20.7823,20.6648,19.9876,20.0663,17.7577,20.2458
2021-09-07 09:00:00,2021-09-07,0.0,09:00:00,2021-09-07 09:00:00,2.97083,102.492,1.72295,112.716,1.61756,118.963,3.45566,95.9782,2.54349,106.892,1.27797,116.269,1.63732,113.791,1.9137,122.875,1.57803,112.508,1.74467,0.0,3.84301e-05,2.01961,1.54463,8.27014e-06,0.0,5.62593e-05,0.0,20.6558,20.2482,19.9507,20.7649,20.5536,20.0457,20.152,17.693,20.196
2021-09-07 10:00:00,2021-09-07,0.0,10:00:00,2021-09-07 10:00:00,1.92604,66.6844,1.78935,110.059,1.77544,116.916,2.32545,70.9434,2.11036,71.0299,1.57185,114.63,1.64967,111.126,1.81594,121.895,1.82982,109.268,2.6163,0.00101581,0.00199918,2.86144,2.46678,0.00178224,0.00380737,0.00162831,0.00109849,20.5379,20.5536,20.3003,20.6129,20.4964,20.5906,20.545,19.8337,20.5748
2021-09-07 11:00:00,2021-09-07,0.0,11:00:00,2021-09-07 11:00:00,3.48768,96.2914,2.44061,90.9179,2.66054,81.87,3.8282,100.924,3.16979,90.2352,2.52086,80.8237,2.25767,92.6712,3.06083,81.418,2.4881,88.8197,3.23574,0.00102864,0.00808603,3.54507,3.04361,0.0162261,0.00392744,0.00338897,0.00109849,20.6745,21.4235,20.9713,20.748,20.5815,21.3474,21.351,20.8256,21.2868
2021-09-07 12:00:00,2021-09-07,0.0,12:00:00,2021-09-07 12:00:00,2.8791,84.7091,3.10297,88.2205,2.65609,95.8335,2.98291,87.5977,2.98167,85.4683,2.31345,96.4585,2.82958,87.4704,3.13613,94.2885,3.16909,88.0114,1.94557,0.00102864,0.0080476,2.05317,1.8585,0.0162179,0.00392744,0.00333271,0.00109849,21.4782,22.4176,21.6941,21.5269,21.608,21.8133,22.454,21.988,22.4355
2021-09-07 13:00:00,2021-09-07,0.0,13:00:00,2021-09-07 13:00:00,3.02465,97.4923,2.24416,76.6537,3.09625,103.299,3.58309,96.7044,2.76281,97.5748,3.15793,102.038,2.34579,82.868,3.17846,99.3071,2.24377,73.91,1.17421,1.28299e-05,0.00608684,1.27489,1.13978,0.0144454,0.000120074,0.00176095,0.0,22.7068,24.3049,23.8087,23.2731,22.3784,23.9986,24.4619,23.8082,24.381
2021-09-07 14:00:00,2021-09-07,0.0,14:00:00,2021-09-07 14:00:00,4.63205,108.64,3.7998,121.032,3.32452,115.876,4.74264,107.674,4.52657,110.227,3.59356,112.875,4.05274,124.235,3.11084,132.585,3.24185,131.06,0.589334,0.0445664,0.148378,0.632304,0.586234,0.0643882,0.0484565,0.149307,0.0402396,23.6552,24.3329,23.5879,23.6862,23.1821,23.737,23.8822,23.1324,24.131
2021-09-07 15:00:00,2021-09-07,0.0,15:00:00,2021-09-07 15:00:00,5.64438,109.516,4.99542,128.686,5.15247,129.379,5.89046,110.185,5.56766,109.832,5.16367,129.094,5.17559,128.316,5.84905,129.311,4.82448,129.163,0.195232,0.0445797,0.148378,0.136056,0.308629,0.0643882,0.0484565,0.149307,0.0406442,23.7947,25.0245,23.5788,23.8385,23.684,23.8969,25.0453,23.8015,24.9952
2021-09-07 16:00:00,2021-09-07,0.0,16:00:00,2021-09-07 16:00:00,6.03885,112.349,5.34309,126.812,5.11533,123.522,6.1933,112.347,6.00329,113.052,5.21145,124.255,5.47784,129.406,5.74686,124.972,5.2702,124.887,0.0362732,0.0445797,0.148378,0.0484042,0.0257397,0.0643867,0.0484565,0.149307,0.0406442,23.9094,25.1419,24.6886,23.9964,23.7828,24.7696,25.1303,24.5819,25.2946
2021-09-07 17:00:00,2021-09-07,0.0,17:00:00,2021-09-07 17:00:00,6.52115,109.873,6.04703,123.259,5.70694,120.685,6.79521,109.747,6.41523,110.565,5.72688,120.903,6.22243,125.239,6.47228,121.612,5.89862,121.404,0.0,0.000266358,0.0,0.0,0.0,0.0,0.000274003,1.78814e-07,0.000424631,23.8019,25.2617,24.5996,23.8815,23.6842,24.7361,25.2074,24.4607,25.2878
2021-09-07 18:00:00,2021-09-07,0.0,18:00:00,2021-09-07 18:00:00,6.78572,103.731,6.27,120.233,6.13226,118.777,7.11137,104.62,6.61654,103.856,6.05416,119.967,6.12715,121.258,6.96087,119.093,6.32536,118.898,0.0,0.000253096,0.0,0.0,0.0,0.0,0.000274003,0.0,2.00421e-05,23.6223,25.1746,24.3867,23.6669,23.5343,24.5554,25.0928,24.1947,25.2114
