,Data,precipitacao_observada,Horario,Datetime,EngMato_ws10,EngMato_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_EngMato,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_EngMato,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-09-08 22:00:00,2021-09-08,0.0,22:00:00,2021-09-08 22:00:00,6.22804,82.7343,6.93025,80.8118,8.37348,82.8945,4.87015,76.524,6.38117,79.0845,10.3934,84.7448,7.569,82.0342,6.76703,78.4883,6.38187,82.3213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1342,23.9089,23.8256,22.2188,23.524,23.2025,23.6631,23.9649,24.0469
2021-09-08 23:00:00,2021-09-08,0.0,23:00:00,2021-09-08 23:00:00,6.3821,75.0879,5.85721,79.4315,7.36755,81.187,4.90033,66.4715,6.68537,74.7075,9.54738,83.8139,6.72397,80.6279,5.36548,76.3094,5.18549,81.6465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9229,23.4527,23.272,21.8976,23.3027,22.6717,23.2091,23.3964,23.5641
2021-09-09 00:00:00,2021-09-09,0.0,00:00:00,2021-09-09 00:00:00,1.06652,194.385,1.792,176.452,1.53061,167.499,1.26474,210.689,1.10742,204.402,2.18203,164.53,1.69045,182.78,1.37891,172.63,1.87507,169.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.571,23.5959,23.4395,22.5201,22.6241,23.3543,23.5054,23.5232,23.6843
2021-09-09 01:00:00,2021-09-09,0.0,01:00:00,2021-09-09 01:00:00,3.49902,101.544,3.46308,74.4339,3.62674,76.827,2.47887,94.7986,4.09725,103.861,4.44899,78.3846,4.04795,73.6241,2.67751,77.928,2.96208,78.6574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5266,23.1269,23.0458,19.0488,22.162,22.1144,22.7403,23.2126,23.3182
2021-09-09 02:00:00,2021-09-09,0.0,02:00:00,2021-09-09 02:00:00,4.27329,123.644,2.29104,88.4417,1.51003,97.4354,2.61415,124.174,3.98286,120.945,2.73998,88.3849,2.80181,84.2843,1.14,91.0578,2.24652,96.1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.693,21.9868,22.0189,19.1024,21.9395,21.2973,21.8549,22.0498,22.0192
2021-09-09 03:00:00,2021-09-09,0.0,03:00:00,2021-09-09 03:00:00,3.97664,109.573,0.825374,133.103,1.23899,143.006,2.43182,104.269,4.28197,113.334,2.41358,126.66,1.14392,121.011,1.60509,139.074,1.17491,127.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2967,22.5091,22.4381,18.5946,21.5715,21.4431,22.513,22.2568,22.5253
2021-09-09 04:00:00,2021-09-09,0.0,04:00:00,2021-09-09 04:00:00,3.75233,101.464,4.33578,92.8302,4.7146,95.5861,2.78347,97.332,3.31364,101.351,7.15245,94.0823,5.91374,89.5857,2.88233,97.7834,3.25579,104.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3796,21.3502,21.3163,19.0877,21.2081,20.7177,21.1976,21.3856,21.3647
2021-09-09 05:00:00,2021-09-09,0.0,05:00:00,2021-09-09 05:00:00,3.30463,71.2848,3.54704,83.969,4.73624,84.6276,2.90336,58.8644,2.90221,72.3051,7.04006,86.1482,5.26354,86.5171,2.6201,89.7189,1.99407,91.8331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1884,21.0584,21.2496,19.2692,20.6548,20.6822,20.917,21.1866,21.0677
2021-09-09 06:00:00,2021-09-09,0.0,06:00:00,2021-09-09 06:00:00,3.21699,115.509,3.22986,93.734,3.09168,100.698,2.40697,112.763,3.50146,118.443,5.05684,94.827,4.55673,90.8577,1.47049,122.626,2.07361,110.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.835,21.1375,21.1341,18.4661,20.9614,20.4655,21.0158,21.053,21.1233
2021-09-09 07:00:00,2021-09-09,0.0,07:00:00,2021-09-09 07:00:00,3.38594,121.346,1.56535,160.411,1.78065,149.315,2.44137,118.797,3.98284,124.188,1.99603,140.073,1.23727,151.182,1.97512,153.718,1.79277,151.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6415,21.4661,21.4814,18.2514,20.9885,20.2857,21.2544,21.4577,21.5436
2021-09-09 08:00:00,2021-09-09,0.0,08:00:00,2021-09-09 08:00:00,2.72369,111.065,0.466476,94.2775,0.815013,161.714,2.03109,103.248,3.11305,114.285,2.31534,66.5118,1.44342,63.1914,1.20175,178.973,1.33815,140.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.788,22.0522,21.9433,18.1595,20.3207,19.9774,21.1157,21.4802,21.6306
2021-09-09 09:00:00,2021-09-09,0.0,09:00:00,2021-09-09 09:00:00,2.44156,110.333,1.91439,125.935,1.64935,219.423,1.89341,102.385,2.10886,108.763,1.36415,166.226,2.74793,124.0,0.895172,195.546,1.72114,120.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1716,20.9742,21.2178,19.1271,20.479,19.5654,20.9388,21.3502,20.981
2021-09-09 10:00:00,2021-09-09,0.0,10:00:00,2021-09-09 10:00:00,1.06652,194.385,1.792,176.452,1.53061,167.499,1.26474,210.689,1.10742,204.402,2.18203,164.53,1.69045,182.78,1.37891,172.63,1.87507,169.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6844,22.9124,22.7194,23.123,24.0041,22.9957,22.8405,22.6194,22.8788
2021-09-09 11:00:00,2021-09-09,0.0,11:00:00,2021-09-09 11:00:00,2.43264,249.739,1.97395,210.762,2.45604,224.587,2.65816,252.74,2.48435,244.009,2.6337,230.212,2.05438,217.791,2.90603,219.748,2.12837,218.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5829,25.8072,26.2365,24.7397,24.5953,25.9546,25.4221,26.4,26.448
2021-09-09 12:00:00,2021-09-09,0.0,12:00:00,2021-09-09 12:00:00,4.02345,235.481,3.17979,211.226,3.65135,215.635,4.46655,235.606,3.88112,231.552,4.11102,221.946,3.23599,217.96,3.71302,210.502,3.01831,209.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7313,28.1889,27.809,25.6005,25.82,27.9407,28.1001,27.7224,28.2497
2021-09-09 13:00:00,2021-09-09,0.0,13:00:00,2021-09-09 13:00:00,4.78253,222.985,2.47744,188.596,2.47642,202.569,4.72899,222.021,5.12475,220.667,2.70699,207.878,2.27807,199.415,2.73737,195.162,2.57976,181.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6552,28.9536,28.61,25.2583,25.7818,28.6445,28.8935,28.5161,29.0679
2021-09-09 14:00:00,2021-09-09,0.0,14:00:00,2021-09-09 14:00:00,3.18312,209.208,2.84803,199.161,2.98697,203.9,3.28805,202.959,3.49278,217.914,3.45624,198.427,2.79926,197.828,3.03977,198.477,2.85238,189.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8925,29.4243,29.1648,25.0999,26.192,29.0841,29.4972,28.925,29.2744
2021-09-09 15:00:00,2021-09-09,0.0,15:00:00,2021-09-09 15:00:00,2.84801,183.598,2.79649,186.005,2.95537,186.133,2.8849,187.02,2.81835,200.683,3.55069,180.921,2.88779,177.685,3.08238,190.21,2.83399,184.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3818,30.5387,30.1654,25.4583,27.0292,29.8875,30.4701,30.0624,30.4767
2021-09-09 16:00:00,2021-09-09,0.0,16:00:00,2021-09-09 16:00:00,3.07585,164.187,3.15964,179.596,3.33934,181.68,2.94251,173.229,2.8585,169.215,4.00777,176.965,3.32551,172.941,3.54076,177.715,3.26218,175.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3254,31.2785,30.7885,25.5701,27.3592,30.5333,31.2133,30.6652,31.1654
2021-09-09 17:00:00,2021-09-09,0.0,17:00:00,2021-09-09 17:00:00,3.92706,151.949,3.79704,164.929,3.89223,169.471,3.52962,160.76,3.78303,150.781,4.71455,167.125,3.9749,165.074,4.21073,168.977,3.9652,165.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0803,31.2039,30.6321,25.6795,26.9932,30.3459,31.01,30.4754,31.1142
2021-09-09 18:00:00,2021-09-09,0.0,18:00:00,2021-09-09 18:00:00,4.76125,139.978,4.08291,158.716,4.09669,162.101,3.93762,143.232,4.89974,137.32,5.09926,158.506,4.362,157.956,4.41807,165.208,4.27183,162.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3936,30.5593,30.0803,26.144,26.9864,29.6693,30.2282,29.8534,30.51
2021-09-09 19:00:00,2021-09-09,0.0,19:00:00,2021-09-09 19:00:00,4.7734,136.54,4.13373,153.401,4.13436,154.603,4.00336,140.238,5.52029,133.422,5.19119,151.661,4.53282,153.516,4.29711,158.66,4.1391,156.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3885,30.1979,29.8659,26.1924,27.0052,29.4265,29.9082,29.6866,30.2345
2021-09-09 20:00:00,2021-09-09,0.0,20:00:00,2021-09-09 20:00:00,3.8231,135.87,4.1564,149.949,3.8522,147.476,2.90455,137.594,3.69005,133.482,4.91619,146.319,4.49868,149.859,3.78662,153.023,3.90404,152.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2711,29.431,29.1545,25.0648,25.6057,28.4908,29.1389,28.9509,29.5315
2021-09-09 21:00:00,2021-09-09,0.0,21:00:00,2021-09-09 21:00:00,2.34393,125.67,3.2992,144.883,2.97725,147.672,2.04768,124.715,1.87895,126.856,3.87298,143.643,3.70987,143.046,3.01207,156.452,3.02987,150.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2249,28.4555,28.0385,21.5799,23.8328,27.2257,28.1452,27.6361,28.4519
2021-09-09 22:00:00,2021-09-09,0.0,22:00:00,2021-09-09 22:00:00,0.959449,158.155,0.938846,180.285,1.54256,216.264,1.0986,129.724,1.53624,220.073,1.13093,196.081,1.34876,188.01,1.94876,203.886,1.15556,171.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9816,27.475,26.3469,21.9447,23.2412,25.843,27.1649,26.334,27.3445
2021-09-09 23:00:00,2021-09-09,0.0,23:00:00,2021-09-09 23:00:00,1.78668,237.197,2.07507,123.413,0.78519,204.96,1.56467,254.294,2.4102,232.323,1.12608,175.948,2.3466,126.362,1.49307,187.253,2.06922,122.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3779,26.5571,26.3835,20.7031,22.3076,25.2896,26.3914,25.9138,26.5798
2021-09-10 00:00:00,2021-09-10,0.0,00:00:00,2021-09-10 00:00:00,1.52242,23.6387,0.576525,67.1241,0.436486,102.797,1.71517,353.737,1.731,38.766,0.721326,98.4671,0.600913,60.8044,0.470258,87.128,0.592004,75.6408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4916,22.3585,22.4029,22.4713,22.5151,22.3607,22.3129,22.4484,22.4075
2021-09-10 01:00:00,2021-09-10,1.0,01:00:00,2021-09-10 01:00:00,1.69425,179.691,1.2137,168.589,1.54479,178.045,1.73298,189.166,1.86302,182.278,1.4157,152.692,1.48677,155.887,1.78953,181.865,1.45051,176.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7145,23.2735,23.2026,19.3658,21.6172,22.0602,23.0015,22.981,23.2909
2021-09-10 02:00:00,2021-09-10,0.0,02:00:00,2021-09-10 02:00:00,1.15235,262.014,0.51293,199.204,0.550469,200.162,1.57355,275.206,1.12241,245.157,0.699728,225.006,0.188648,164.293,0.546993,207.302,0.469835,199.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4316,23.2208,22.937,19.2619,21.3779,21.9477,23.0028,23.0342,23.2738
2021-09-10 03:00:00,2021-09-10,0.0,03:00:00,2021-09-10 03:00:00,1.49696,203.735,0.876709,195.94,1.16475,189.581,1.58821,213.049,1.36133,203.939,1.15105,196.79,0.855087,210.242,1.20072,190.412,0.789844,189.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2404,22.8392,22.3718,19.2249,21.0111,21.43,22.7451,22.3849,22.8763
2021-09-10 04:00:00,2021-09-10,0.0,04:00:00,2021-09-10 04:00:00,1.81726,180.739,1.2659,170.399,1.35149,169.637,1.88552,190.733,1.7304,183.912,1.28778,159.825,1.20531,165.037,1.46489,170.261,1.37745,165.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0818,22.339,22.1298,19.0347,20.7163,20.9796,22.2202,21.9784,22.2749
2021-09-10 05:00:00,2021-09-10,0.0,05:00:00,2021-09-10 05:00:00,1.70546,167.498,0.920105,197.87,1.14085,212.348,1.29777,180.284,1.38784,172.594,1.0575,205.442,0.942534,192.455,1.30808,194.502,1.25348,180.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6242,21.925,21.6563,20.3513,20.2685,20.5682,21.7195,21.5888,21.8835
2021-09-10 06:00:00,2021-09-10,0.0,06:00:00,2021-09-10 06:00:00,1.23062,238.065,0.934618,203.597,1.0381,185.848,1.69951,241.767,0.802508,240.212,1.11936,189.13,1.00518,215.681,0.899454,186.082,0.798915,194.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5529,21.6215,21.2476,18.8482,20.3295,20.1509,21.4982,21.3002,21.7583
2021-09-10 07:00:00,2021-09-10,0.0,07:00:00,2021-09-10 07:00:00,0.495035,244.828,0.43791,84.8143,0.550585,71.0906,1.11908,258.452,0.246224,33.3795,0.528314,127.383,0.42938,105.808,0.659693,48.1293,0.490925,80.3191,3.57696e-08,3.46224e-11,0.0,1.31843e-09,4.01961e-05,0.0,7.98788e-09,0.0,4.47151e-15,20.6071,21.7722,21.3379,19.7134,21.6236,20.6259,21.458,21.4785,21.8829
2021-09-10 08:00:00,2021-09-10,0.0,08:00:00,2021-09-10 08:00:00,0.674507,0.650696,1.0514,70.019,0.869245,86.8348,0.96321,321.086,0.57533,45.7612,0.850833,92.8454,1.14859,77.1699,0.896493,79.019,1.0955,55.8414,3.57696e-08,2.20722e-09,0.0,1.31843e-09,4.01964e-05,0.0,1.73443e-08,3.75711e-14,1.87606e-09,19.617,21.5443,21.1904,18.8963,20.3463,19.9397,21.1049,21.3343,21.7614
2021-09-10 09:00:00,2021-09-10,0.0,09:00:00,2021-09-10 09:00:00,1.58972,26.6513,1.63448,60.8836,1.45792,62.6725,1.70406,0.700867,2.20273,36.3104,1.95931,65.4338,1.79039,68.4067,1.2081,49.7107,1.52289,56.6172,3.57708e-08,2.34772e-09,0.0,1.31845e-09,4.02067e-05,2.27794e-12,1.81976e-08,2.11535e-13,1.87681e-09,19.5719,21.2938,20.9339,19.3437,20.5305,20.7253,20.9498,21.1479,21.4264
2021-09-10 10:00:00,2021-09-10,0.0,10:00:00,2021-09-10 10:00:00,1.52242,23.6387,0.576525,67.1241,0.436486,102.797,1.71517,353.737,1.731,38.766,0.721326,98.4671,0.600913,60.8044,0.470258,87.128,0.592004,75.6408,3.40469e-09,2.31312e-09,0.0,9.57779e-09,1.05829e-08,6.16015e-12,1.02168e-08,2.11535e-13,1.8768e-09,20.3328,21.0591,20.5571,20.3138,20.7264,20.1565,20.7447,20.8313,21.1864
2021-09-10 11:00:00,2021-09-10,0.0,11:00:00,2021-09-10 11:00:00,1.03631,327.628,0.219523,167.264,0.273737,179.995,1.0748,331.903,0.714043,329.19,0.227186,251.609,0.203769,224.398,0.395871,150.01,0.253428,141.884,3.40469e-09,1.40522e-10,0.0,9.57779e-09,1.03428e-08,6.16015e-12,8.60336e-10,1.73964e-13,7.50511e-13,22.5547,22.1046,21.8674,22.4046,22.9371,21.9035,22.0406,21.868,22.1064
2021-09-10 12:00:00,2021-09-10,0.0,12:00:00,2021-09-10 12:00:00,1.00577,299.113,0.566763,230.487,0.470107,236.308,0.426393,279.588,0.693415,286.602,0.950226,248.88,0.677683,244.469,0.300154,201.061,0.381918,231.542,3.40351e-09,1.59872e-14,0.0,9.57777e-09,6.18456e-11,3.88221e-12,7.10365e-12,0.0,0.0,23.8546,23.8008,23.6917,23.7209,24.2151,23.6856,23.7545,23.658,23.7634
2021-09-10 13:00:00,2021-09-10,0.0,13:00:00,2021-09-10 13:00:00,1.24406,175.791,0.671517,308.384,0.67832,320.24,2.26973,170.327,0.423975,254.363,0.957302,309.955,0.760215,296.108,0.591492,350.583,0.656308,316.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3192,25.4686,25.4284,24.6501,25.8676,25.2874,25.4078,25.437,25.4415
2021-09-10 14:00:00,2021-09-10,0.0,14:00:00,2021-09-10 14:00:00,2.20136,143.209,0.420491,296.303,0.556881,327.427,2.07512,151.143,2.26115,131.908,0.820581,309.035,0.550631,290.843,0.421169,7.13116,0.267657,338.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0867,27.3526,27.3603,24.4961,25.9136,27.1323,27.3291,27.316,27.2967
2021-09-10 15:00:00,2021-09-10,0.0,15:00:00,2021-09-10 15:00:00,2.43675,142.288,0.80597,280.547,0.711261,301.598,2.16946,149.77,2.56572,128.407,1.07526,292.044,0.948102,279.191,0.641239,327.661,0.712248,295.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7727,29.0924,29.037,26.28,27.6819,28.844,29.108,29.0521,29.0389
2021-09-10 16:00:00,2021-09-10,0.0,16:00:00,2021-09-10 16:00:00,4.03967,149.426,1.32484,264.75,1.46809,278.259,3.23735,157.49,4.31609,142.813,1.42339,279.049,1.18177,263.684,1.66805,276.163,1.53318,269.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9514,30.8016,30.8959,25.7643,26.9199,30.6126,30.7541,30.7878,30.7401
2021-09-10 17:00:00,2021-09-10,0.0,17:00:00,2021-09-10 17:00:00,3.95355,142.224,1.49803,243.274,1.89381,192.401,3.24509,146.201,4.50044,138.211,2.54296,183.249,1.53354,243.584,1.78649,194.994,1.48087,243.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6499,32.05,31.9234,25.3366,26.4468,31.6404,32.0434,31.9196,31.978
2021-09-10 18:00:00,2021-09-10,0.0,18:00:00,2021-09-10 18:00:00,3.8531,158.407,4.76752,183.975,4.38813,180.323,3.31174,170.236,4.09374,157.754,5.24606,176.346,4.92794,180.12,4.68038,178.37,4.8548,181.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9765,30.5801,29.8795,24.4718,25.9571,29.5654,30.4333,29.8067,30.4891
2021-09-10 19:00:00,2021-09-10,0.0,19:00:00,2021-09-10 19:00:00,4.78476,199.517,6.39027,197.095,6.42478,197.854,4.66152,200.971,5.21063,204.696,7.2215,198.099,6.32332,198.738,6.7179,197.426,6.38261,195.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1477,26.6568,26.2192,22.4809,23.7758,26.0218,26.7496,26.0346,26.4747
2021-09-10 20:00:00,2021-09-10,0.0,20:00:00,2021-09-10 20:00:00,5.68328,221.865,5.90207,200.031,6.47026,203.239,5.80982,222.094,6.26809,222.841,6.99758,204.643,5.77658,203.213,6.97948,201.566,5.89416,198.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1742,24.374,24.1128,21.7326,22.8118,23.805,24.3085,24.0522,24.3951
2021-09-10 21:00:00,2021-09-10,0.0,21:00:00,2021-09-10 21:00:00,5.1177,233.564,3.16665,206.01,3.72978,206.528,4.97063,233.72,5.74745,232.806,3.94725,210.156,3.12014,209.731,4.18204,203.762,3.0811,202.553,3.19568e-06,0.0,0.0,1.63827e-08,1.2161e-05,0.0,0.0,0.0,0.0,21.6722,23.4354,23.1399,21.2589,22.3775,22.7572,23.304,23.1377,23.4508
2021-09-10 22:00:00,2021-09-10,0.0,22:00:00,2021-09-10 22:00:00,3.80025,237.46,3.6785,195.627,3.47173,204.756,3.62218,239.201,4.48964,235.292,3.86545,206.81,3.63175,199.606,3.79033,202.507,3.80427,192.747,3.19568e-06,0.0,0.0,1.63827e-08,1.2161e-05,0.0,0.0,0.0,0.0,21.0596,22.8555,22.5995,20.4804,21.8184,22.2763,22.7502,22.6086,22.9061
2021-09-10 23:00:00,2021-09-10,1.0,23:00:00,2021-09-10 23:00:00,4.22093,239.686,3.47926,206.154,3.6587,210.656,3.86415,241.502,4.89924,237.155,4.04922,209.643,3.51529,206.909,3.85384,212.04,3.40112,209.281,3.19682e-06,0.0233173,6.49536e-07,1.64696e-08,1.21618e-05,2.47107e-05,0.0461331,1.72774e-07,0.0134615,21.2501,23.0152,22.6596,20.6641,21.9683,22.2824,22.7986,22.7083,23.1409
2021-09-11 00:00:00,2021-09-11,1.0,00:00:00,2021-09-11 00:00:00,1.14691,251.561,0.661387,218.19,0.65604,215.741,1.1026,261.037,1.19674,242.992,0.653985,222.517,0.557895,234.605,0.91052,204.002,0.754986,200.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5959,22.0434,21.9831,21.5984,21.5944,21.9672,22.0244,22.0004,22.0639
2021-09-11 01:00:00,2021-09-11,0.0,01:00:00,2021-09-11 01:00:00,2.22322,252.036,0.954273,207.142,1.25535,212.587,1.97822,258.045,2.56491,243.261,1.52521,210.512,0.770863,206.643,1.3687,214.575,0.761924,202.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6244,22.4971,22.1939,20.2418,21.254,21.8665,22.424,22.2047,22.5021
2021-09-11 02:00:00,2021-09-11,0.0,02:00:00,2021-09-11 02:00:00,2.69062,240.755,2.2009,197.982,2.26187,205.73,2.67877,248.428,2.92484,233.785,2.54532,209.376,2.26531,204.159,2.28306,203.597,2.066,195.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4771,21.9509,21.7666,20.1262,21.1094,21.4774,21.8471,21.77,22.006
2021-09-11 03:00:00,2021-09-11,0.0,03:00:00,2021-09-11 03:00:00,1.94595,226.509,2.18728,187.193,2.33363,189.665,2.05425,225.184,2.1872,228.664,2.63399,184.874,2.10779,188.195,2.39618,193.259,2.2852,184.287,0.000620912,0.242608,0.243261,0.00102355,0.000259975,0.244317,0.236337,0.243126,0.246286,20.245,21.8654,21.636,19.7684,20.8363,21.4259,21.825,21.5517,21.8186
2021-09-11 04:00:00,2021-09-11,0.0,04:00:00,2021-09-11 04:00:00,1.87274,236.806,1.81798,188.194,2.0771,192.76,1.78084,237.343,2.20046,235.842,2.33958,194.575,1.77493,193.453,1.80003,193.733,1.58797,182.367,0.000620912,0.24263,0.243261,0.00102355,0.000259975,0.244317,0.23638,0.243126,0.246295,20.1617,21.5892,21.3565,19.6627,20.7743,21.0928,21.5172,21.377,21.5854
2021-09-11 05:00:00,2021-09-11,0.0,05:00:00,2021-09-11 05:00:00,1.54306,231.558,1.37397,200.304,1.40681,200.61,1.82674,236.829,1.64762,226.902,1.39178,196.07,1.3753,201.359,1.52644,199.76,1.36681,193.61,0.0,0.000349209,7.12723e-05,0.0,0.0,0.000178859,0.000724867,2.10851e-05,0.000148803,19.2919,21.3234,21.173,18.2957,20.3922,20.2855,21.2785,21.0993,21.3332
2021-09-11 06:00:00,2021-09-11,0.0,06:00:00,2021-09-11 06:00:00,1.66637,220.266,1.47568,191.215,1.53246,190.171,1.9147,220.318,1.6652,223.388,1.30361,186.209,1.34679,193.799,1.63501,195.54,1.54325,186.089,0.0,2.1711e-05,0.0,0.0,0.0,0.0,4.3571e-05,0.0,9.50694e-06,19.008,21.2982,21.0554,18.2021,19.7169,20.0338,21.1842,21.0592,21.3261
2021-09-11 07:00:00,2021-09-11,0.0,07:00:00,2021-09-11 07:00:00,1.82969,201.674,2.0813,193.617,2.34823,191.918,2.03779,201.942,1.78433,211.594,2.97493,188.328,2.13991,193.97,2.26758,195.63,2.2423,190.626,0.0436083,0.0,0.0,0.029423,0.0657169,0.0,0.0,0.0,0.0,20.3467,21.2457,21.1964,19.9127,20.9205,20.9623,21.2376,21.1125,21.2373
2021-09-11 08:00:00,2021-09-11,0.0,08:00:00,2021-09-11 08:00:00,2.45995,195.718,1.43484,181.229,1.61449,188.213,2.70795,195.791,2.2227,203.412,2.08691,184.795,1.65185,180.725,1.5735,190.738,1.51128,178.861,0.0798605,0.0127897,0.0570782,0.0619976,0.103039,0.0420719,0.0128121,0.072649,0.0125335,20.3951,21.4061,21.3398,19.9627,20.9485,21.0901,21.3239,21.2773,21.3912
2021-09-11 09:00:00,2021-09-11,0.0,09:00:00,2021-09-11 09:00:00,2.09028,225.725,2.07168,194.368,2.08884,200.7,2.28209,224.591,2.20408,228.959,2.31876,200.015,1.99547,198.49,2.46475,200.227,2.25469,191.491,0.0798778,0.0315205,0.0807359,0.0620177,0.103261,0.0640752,0.0328542,0.0907969,0.0368631,20.4759,21.444,21.3557,20.1286,21.032,21.0806,21.3619,21.3409,21.4577
2021-09-11 10:00:00,2021-09-11,0.0,10:00:00,2021-09-11 10:00:00,1.14691,251.561,0.661387,218.19,0.65604,215.741,1.1026,261.037,1.19674,242.992,0.653985,222.517,0.557895,234.605,0.91052,204.002,0.754986,200.234,0.0369366,0.0823187,0.111365,0.0336951,0.0381684,0.0871876,0.0724474,0.146676,0.101141,20.5316,21.4826,21.4013,20.2294,21.1064,21.1543,21.4114,21.3867,21.5105
2021-09-11 11:00:00,2021-09-11,0.0,11:00:00,2021-09-11 11:00:00,0.870975,348.39,1.57775,32.1217,1.58341,28.6624,1.11028,339.423,0.544658,14.1006,2.08589,28.0462,1.65147,28.701,1.34023,29.4157,1.52707,36.2035,0.000684388,0.069837,0.0551066,0.00112046,0.000846021,0.0453053,0.0598457,0.0886748,0.0901535,20.9849,21.6668,21.6074,20.644,21.4054,21.3429,21.5374,21.5851,21.6758
2021-09-11 12:00:00,2021-09-11,0.0,12:00:00,2021-09-11 12:00:00,1.46285,26.1329,1.26305,45.5042,1.48512,42.6362,1.41752,21.1098,1.67048,39.9009,1.79412,42.0363,1.33877,51.2421,1.39477,41.6187,1.31024,43.327,0.00066708,0.0511063,0.0314488,0.00110034,0.000624642,0.023302,0.0398035,0.0705269,0.0658238,21.8747,22.5732,22.5706,21.4088,22.3794,22.4992,22.4887,22.5528,22.5555
2021-09-11 13:00:00,2021-09-11,0.0,13:00:00,2021-09-11 13:00:00,1.94606,51.985,1.26719,50.3066,1.48442,46.3926,2.44267,65.2216,2.28574,38.1789,1.88501,45.3434,1.38106,50.1108,1.376,47.691,1.27882,55.0052,0.0,0.000308067,0.00082016,0.0,0.0,0.000189632,0.000210404,0.0146477,0.00154594,24.032,24.2935,24.2028,23.5714,24.4733,24.2134,24.2859,24.0934,24.2048
