,Data,precipitacao_observada,Horario,Datetime,BFatima_ws10,BFatima_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_BFatima,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_BFatima,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-17 06:00:00,2021-08-17,0.0,06:00:00,2021-08-17 06:00:00,3.77206,88.576,3.85175,94.2098,2.70781,87.2191,4.78689,87.5723,1.35892,106.018,4.37017,81.8156,4.66447,95.0118,1.6516,124.419,1.71414,97.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9956,20.8926,21.1127,20.8557,20.8101,21.046,20.8058,20.9476,20.9344
2021-08-17 07:00:00,2021-08-17,0.0,07:00:00,2021-08-17 07:00:00,4.65809,76.179,3.63812,81.3718,4.44709,69.328,5.3558,79.6625,2.84593,69.9663,5.33501,71.8897,4.93179,85.6588,2.51583,67.9999,2.17473,73.2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7499,20.7221,20.9475,20.5393,20.7782,20.7129,20.6756,20.9453,20.8039
2021-08-17 08:00:00,2021-08-17,0.0,08:00:00,2021-08-17 08:00:00,2.21917,60.0565,1.13553,69.3693,1.90697,56.3493,4.31288,75.5533,0.542646,216.271,4.43018,69.0089,3.35509,81.0426,0.355697,183.686,0.967398,231.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.334,20.1463,20.4767,20.266,20.3328,20.3897,20.3649,20.9269,20.2943
2021-08-17 09:00:00,2021-08-17,4.0,09:00:00,2021-08-17 09:00:00,2.69421,60.2051,1.2251,54.8353,2.69064,64.1534,3.72834,71.6755,1.33022,51.2116,4.01832,66.94,2.13406,73.1053,2.34659,52.3401,1.01559,52.5281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1284,19.9088,20.2859,20.0406,19.9947,20.1869,20.0793,20.6081,20.0861
2021-08-17 10:00:00,2021-08-17,1.0,10:00:00,2021-08-17 10:00:00,1.20521,45.5436,0.19509,347.994,1.88652,39.5602,2.63881,64.1247,0.425423,337.602,3.21894,58.7854,0.793632,72.1165,1.04079,356.426,0.572157,300.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1302,20.121,20.3398,20.0723,20.1709,20.2167,20.0635,20.5493,20.226
2021-08-17 11:00:00,2021-08-17,0.0,11:00:00,2021-08-17 11:00:00,0.993675,46.0645,0.413097,42.6975,1.21245,40.3682,1.72864,62.8313,0.271571,357.695,1.98861,59.7391,1.00635,59.981,0.447452,332.609,0.100589,340.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6261,21.5322,21.8086,21.707,21.4334,21.6953,21.8816,20.8058,21.4261
2021-08-17 12:00:00,2021-08-17,2.0,12:00:00,2021-08-17 12:00:00,0.360776,210.188,0.185592,195.034,0.420653,252.237,0.48784,82.4531,0.504491,228.321,0.512876,68.7736,0.205965,120.468,0.722056,258.595,0.243283,212.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.282,23.3894,22.8924,23.5201,22.931,23.5512,23.5763,20.8866,23.3429
2021-08-17 13:00:00,2021-08-17,0.0,13:00:00,2021-08-17 13:00:00,1.37186,201.995,1.04891,176.518,1.24564,224.994,1.02185,174.009,1.30755,197.156,1.30849,215.664,1.064,141.958,0.969696,233.106,1.31545,189.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0494,25.486,24.3747,25.4835,24.5211,25.1116,25.7457,21.5538,25.2648
2021-08-17 14:00:00,2021-08-17,0.0,14:00:00,2021-08-17 14:00:00,2.00357,179.314,2.10571,184.538,2.46513,165.202,2.12496,151.817,2.51368,181.545,2.27835,145.08,2.09187,161.047,2.72007,171.172,2.50083,184.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8978,27.0638,26.8549,27.2101,26.3135,27.0448,27.5255,23.0229,26.6629
2021-08-17 15:00:00,2021-08-17,0.0,15:00:00,2021-08-17 15:00:00,3.53744,133.378,3.29498,131.827,3.85983,134.359,3.66616,132.661,3.87601,147.808,3.91155,129.662,3.47698,134.61,3.86005,144.184,3.26346,146.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4395,28.751,28.1462,28.1695,28.32,27.9172,28.6193,23.6788,28.9376
2021-08-17 16:00:00,2021-08-17,0.0,16:00:00,2021-08-17 16:00:00,3.52219,118.306,3.25319,114.35,3.85243,119.497,3.57738,116.792,3.53515,126.223,4.05106,116.991,3.38346,112.813,3.59695,128.567,3.12355,119.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2285,29.411,29.1593,29.0717,29.3197,28.8896,29.3445,24.2911,29.6577
2021-08-17 17:00:00,2021-08-17,0.0,17:00:00,2021-08-17 17:00:00,3.50598,112.471,3.36103,111.661,3.90728,113.528,3.56458,114.577,3.5605,115.681,4.00127,114.016,3.33811,116.251,3.88534,118.716,3.22841,108.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8405,29.9974,29.7248,29.6671,30.0411,29.4153,29.9683,24.6053,30.3198
2021-08-17 18:00:00,2021-08-17,0.0,18:00:00,2021-08-17 18:00:00,5.33239,72.2082,5.32896,72.5131,5.36938,70.5237,5.48598,72.6305,5.07364,72.6907,5.40294,69.9454,5.43384,74.133,5.01526,72.3057,5.06926,71.9766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3356,30.3557,30.4882,30.0948,30.6111,30.1219,30.2392,25.0807,30.6825
2021-08-17 19:00:00,2021-08-17,0.0,19:00:00,2021-08-17 19:00:00,5.65886,77.5622,5.53747,80.9989,5.46095,74.7657,5.7831,77.569,5.4593,77.3042,5.50098,74.6412,5.73349,81.8141,5.0297,74.972,5.30041,79.6475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4628,29.5003,29.6985,29.2654,29.72,29.3785,29.4077,24.7783,29.8011
2021-08-17 20:00:00,2021-08-17,0.0,20:00:00,2021-08-17 20:00:00,5.95117,80.5455,5.8524,84.8264,5.6041,78.5007,6.02817,80.3191,5.64684,80.246,5.64096,77.9482,6.10286,84.9796,5.05333,78.7946,5.42899,83.6711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1578,28.1996,28.4406,27.9197,28.4571,28.0803,28.0472,24.3351,28.5547
2021-08-17 21:00:00,2021-08-17,0.0,21:00:00,2021-08-17 21:00:00,6.13238,79.3622,6.02588,84.7639,5.90381,75.4832,6.16853,79.6195,5.93917,78.3194,5.78982,75.6166,6.28375,84.6311,5.61843,75.1001,5.65572,82.8299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0815,26.1612,26.3672,25.8058,26.417,25.9759,25.9659,23.6086,26.5394
2021-08-17 22:00:00,2021-08-17,0.0,22:00:00,2021-08-17 22:00:00,7.02524,78.7458,6.70428,84.2037,7.18477,73.918,7.16094,78.7421,6.69204,77.966,7.09244,73.3958,7.03597,83.5287,7.46815,73.8768,6.16885,83.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5925,24.695,24.8273,24.2945,24.9551,24.4001,24.4877,23.2421,25.0853
2021-08-17 23:00:00,2021-08-17,0.0,23:00:00,2021-08-17 23:00:00,6.88113,78.1487,6.18999,85.3425,7.23494,72.0527,7.10559,79.0064,6.52858,75.9128,7.37694,71.621,6.61574,84.3243,5.49511,62.3345,5.68109,83.5712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7608,23.9031,23.9874,23.4553,24.1397,23.5174,23.6966,22.5806,24.265
2021-08-18 00:00:00,2021-08-18,0.0,00:00:00,2021-08-18 00:00:00,3.20352,71.0576,2.0236,79.709,3.34078,61.7151,3.62673,77.3011,1.58992,60.8529,3.96632,69.0443,2.78603,83.2107,1.93609,35.4042,1.67892,72.7291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8188,21.8493,21.7874,21.778,21.8588,21.7472,21.8078,21.8269,21.8897
2021-08-18 01:00:00,2021-08-18,0.0,01:00:00,2021-08-18 01:00:00,1.22006,35.9485,1.13011,37.9057,0.991908,34.9749,2.03253,51.0593,0.771909,12.8101,2.02975,48.8377,1.31766,53.1093,0.808238,7.17566,1.02009,30.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9166,21.9066,22.0192,21.7194,22.0293,21.7778,21.8506,21.8254,22.0751
2021-08-18 02:00:00,2021-08-18,0.0,02:00:00,2021-08-18 02:00:00,2.14387,49.1684,1.84168,53.8671,2.19204,43.3068,2.37173,54.8315,1.72018,49.1533,2.61643,47.8746,1.71106,60.5426,2.22633,47.8696,1.8925,54.8636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8896,20.9616,21.0301,20.5475,21.2194,20.6531,20.7598,21.2964,21.2358
2021-08-18 03:00:00,2021-08-18,0.0,03:00:00,2021-08-18 03:00:00,3.40696,57.5138,2.65793,61.6667,3.32186,52.9661,3.91658,64.2289,2.64037,54.0697,4.12575,59.4537,3.12932,68.752,3.18966,48.0507,2.17069,56.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.328,20.4456,20.4917,20.117,20.5406,20.1863,20.4064,20.704,20.6216
2021-08-18 04:00:00,2021-08-18,0.0,04:00:00,2021-08-18 04:00:00,0.879678,41.7462,0.247788,26.8994,0.889655,32.773,2.4681,67.4317,0.637639,263.406,2.56773,61.5535,1.42306,71.5288,0.645985,289.161,0.565508,251.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0866,20.2691,20.2144,20.1348,20.2499,20.1689,20.2166,20.8079,20.327
2021-08-18 05:00:00,2021-08-18,0.0,05:00:00,2021-08-18 05:00:00,2.67441,66.8067,1.43304,75.4885,2.91324,60.4446,3.9267,75.2652,0.999119,60.9297,4.0714,67.9912,2.98222,79.7368,1.8851,52.1926,0.486826,120.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0142,19.7688,20.196,20.0997,19.7909,20.2013,20.1217,20.5131,19.9145
2021-08-18 06:00:00,2021-08-18,2.0,06:00:00,2021-08-18 06:00:00,3.05764,73.769,1.57889,76.199,3.40196,68.9537,3.73863,80.3538,1.73115,59.6247,3.95317,72.2639,2.70118,85.7938,3.19024,52.1786,0.847841,52.3932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.136,19.6442,20.3231,20.0872,19.8633,20.1429,20.066,20.7879,19.7686
2021-08-18 07:00:00,2021-08-18,0.0,07:00:00,2021-08-18 07:00:00,2.23243,71.5804,1.67393,79.8803,2.40273,65.5434,3.20289,81.3975,1.27684,56.0242,3.65735,72.5792,2.41501,87.6846,1.55216,42.2246,0.957797,78.7574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7844,19.4414,19.9679,19.9342,19.4112,20.148,19.8441,20.3341,19.5773
2021-08-18 08:00:00,2021-08-18,0.0,08:00:00,2021-08-18 08:00:00,3.55489,80.9229,3.04473,91.5535,3.37571,72.546,3.67807,83.4005,2.1823,81.5453,3.65485,74.7393,3.47325,90.8115,2.56414,72.7216,2.08099,86.9431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1521,19.8688,20.2921,19.9607,19.6748,20.1067,19.9827,20.5128,19.6242
2021-08-18 09:00:00,2021-08-18,0.0,09:00:00,2021-08-18 09:00:00,4.02831,76.3592,3.29021,83.6425,4.13122,68.3425,4.14831,74.7664,3.48166,72.8904,4.14431,67.5153,3.90487,80.5043,5.43307,69.2377,2.1681,74.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1581,20.0037,20.2879,19.9707,20.1932,20.0356,20.1159,21.1034,19.6299
2021-08-18 10:00:00,2021-08-18,0.0,10:00:00,2021-08-18 10:00:00,3.20352,71.0576,2.0236,79.709,3.34078,61.7151,3.62673,77.3011,1.58992,60.8529,3.96632,69.0443,2.78603,83.2107,1.93609,35.4042,1.67892,72.7291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1303,19.7848,20.2771,19.9619,19.6988,20.0701,20.0198,20.668,19.6821
2021-08-18 11:00:00,2021-08-18,0.0,11:00:00,2021-08-18 11:00:00,1.37205,75.9708,1.14867,88.8228,1.18786,71.292,1.77095,73.3123,0.762843,98.9119,1.73989,64.1757,1.45057,85.4326,0.655738,81.3701,0.717063,117.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5726,21.5611,21.5821,21.4392,21.4894,21.3701,21.6119,21.1807,21.5755
2021-08-18 12:00:00,2021-08-18,0.0,12:00:00,2021-08-18 12:00:00,0.116869,146.307,0.135533,295.923,0.119581,297.294,0.617592,88.8089,0.284426,221.93,0.704454,65.7533,0.172605,53.0187,0.501655,270.668,0.239064,235.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3331,23.2277,23.2,23.5096,22.9101,23.5625,23.5117,21.6042,23.0927
2021-08-18 13:00:00,2021-08-18,0.0,13:00:00,2021-08-18 13:00:00,1.69624,209.006,1.62948,203.368,1.42671,224.844,1.38275,214.958,1.42315,194.685,1.54622,231.582,1.10857,200.067,0.945857,206.624,1.58382,196.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.893,25.0805,24.6982,25.0594,24.5957,24.9803,25.2484,22.2193,25.0482
2021-08-18 14:00:00,2021-08-18,0.0,14:00:00,2021-08-18 14:00:00,1.88112,213.247,2.05456,197.03,1.69986,244.319,1.95562,214.639,1.67643,212.386,1.84353,234.752,1.92674,201.529,1.64385,250.298,1.94468,192.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.765,26.1871,25.3401,26.0575,25.5103,25.8141,26.4348,22.3869,26.1996
2021-08-18 15:00:00,2021-08-18,0.0,15:00:00,2021-08-18 15:00:00,1.85052,212.31,2.0163,198.195,1.50649,241.986,1.70858,204.068,1.78515,208.893,1.27928,208.97,1.84997,197.032,1.49565,248.212,2.2462,191.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2826,27.6591,26.9663,27.5789,26.8625,27.4583,27.9075,23.3489,27.5729
2021-08-18 16:00:00,2021-08-18,0.0,16:00:00,2021-08-18 16:00:00,3.10699,175.851,3.03545,182.564,3.22986,169.838,2.94239,164.271,3.32622,174.531,2.93005,158.432,2.6437,167.381,3.0744,164.252,3.18293,182.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1573,28.6173,27.8678,28.3696,27.8581,28.0694,29.1859,23.9164,28.4202
2021-08-18 17:00:00,2021-08-18,0.0,17:00:00,2021-08-18 17:00:00,3.83122,184.848,3.86575,188.925,3.84624,180.425,3.06537,169.685,4.02525,175.742,3.08755,167.129,3.00675,173.355,3.67382,169.609,3.94261,180.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0297,28.3594,27.779,28.6187,27.6872,28.3234,29.0869,23.8558,28.1276
2021-08-18 18:00:00,2021-08-18,0.0,18:00:00,2021-08-18 18:00:00,3.03082,186.92,3.10781,192.089,2.99984,181.351,2.44665,159.535,3.59819,188.707,2.49055,155.236,2.33398,163.417,3.2613,185.06,3.57783,190.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9115,29.0788,28.8349,29.1848,28.484,29.0464,29.4971,24.4044,28.7818
2021-08-18 19:00:00,2021-08-18,0.0,19:00:00,2021-08-18 19:00:00,2.57403,161.578,2.61623,162.392,2.47001,158.546,2.50904,148.175,2.89757,167.479,2.45136,143.537,2.49885,149.49,2.59917,161.532,2.94707,171.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2054,29.4384,29.0641,29.2196,28.9495,29.0769,29.5409,24.8248,29.3193
2021-08-18 20:00:00,2021-08-18,0.0,20:00:00,2021-08-18 20:00:00,5.30485,78.8728,4.86321,81.4272,4.82115,75.4154,5.32678,77.67,5.00259,79.476,5.09594,74.5611,5.08423,81.1257,4.01392,80.3649,4.46667,82.2341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7324,28.8641,29.0245,28.5018,29.0733,28.648,28.7096,24.9381,29.2297
2021-08-18 21:00:00,2021-08-18,0.0,21:00:00,2021-08-18 21:00:00,6.13609,79.9924,5.8988,85.3518,5.93867,76.4732,6.16441,80.0591,5.8307,78.5448,5.75931,75.8688,6.24331,85.27,5.7212,76.5801,5.40272,82.8594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8987,25.9416,26.2052,25.6558,26.193,25.8487,25.7877,23.9548,26.2781
2021-08-18 22:00:00,2021-08-18,0.0,22:00:00,2021-08-18 22:00:00,6.39982,75.2576,5.68126,78.574,6.7445,70.6124,6.59586,75.8665,6.03421,73.1653,6.7403,70.8356,6.17954,78.9451,6.88912,69.2711,5.09314,76.4662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5888,24.7355,24.7755,24.3208,24.8934,24.3694,24.5843,23.4872,25.0667
2021-08-18 23:00:00,2021-08-18,0.0,23:00:00,2021-08-18 23:00:00,5.80894,76.5436,5.21059,79.4334,6.26171,69.6187,6.06159,77.1263,5.14016,74.9088,6.41989,70.0566,5.75184,78.3251,3.96402,57.4177,4.32826,78.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0529,24.2781,24.2604,23.7975,24.3619,23.8603,24.1105,22.8777,24.6144
2021-08-19 00:00:00,2021-08-19,0.0,00:00:00,2021-08-19 00:00:00,3.07825,77.4532,2.73125,90.6759,3.26632,67.5545,3.32743,78.8761,2.93124,76.201,3.37061,70.9426,3.1319,84.0808,4.31088,66.2522,2.56681,92.3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7248,22.7733,22.6747,22.6752,22.7733,22.6248,22.7242,22.7237,22.8212
2021-08-19 01:00:00,2021-08-19,0.0,01:00:00,2021-08-19 01:00:00,3.29906,23.2308,2.82969,23.0155,3.37274,21.2025,3.14844,27.3168,3.1962,16.7318,3.64591,27.9222,2.56386,23.2669,3.30007,12.5363,3.04732,19.3723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8987,22.7806,23.1971,22.7306,22.999,22.9648,22.7281,22.4716,22.8694
2021-08-19 02:00:00,2021-08-19,0.0,02:00:00,2021-08-19 02:00:00,2.68167,36.4684,2.37002,36.9506,2.52525,35.4045,2.87924,46.4896,2.49426,30.0936,3.29864,43.6417,2.12332,45.0748,2.71645,26.4391,2.43226,33.5471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8239,21.8224,21.9577,21.5714,22.0371,21.6417,21.7327,21.9236,22.0505
2021-08-19 03:00:00,2021-08-19,0.0,03:00:00,2021-08-19 03:00:00,3.40257,62.2593,2.52102,68.9228,3.37428,59.0919,4.23143,70.0288,2.06092,55.6019,4.66514,62.8256,3.57409,76.0237,2.53569,52.4425,1.34463,57.5195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3079,21.3194,21.398,21.1435,21.395,21.0202,21.3668,21.6136,21.4059
2021-08-19 04:00:00,2021-08-19,0.0,04:00:00,2021-08-19 04:00:00,0.906638,221.439,0.89799,144.64,0.929819,201.387,1.34624,64.4893,1.17599,220.742,1.29394,63.0068,1.50179,83.1297,1.33478,210.812,1.08582,194.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5692,20.5823,20.6551,20.517,20.7619,20.56,20.7139,21.4316,20.7838
2021-08-19 05:00:00,2021-08-19,0.0,05:00:00,2021-08-19 05:00:00,0.509531,238.29,0.615082,195.371,0.35336,223.484,0.775174,226.0,1.20963,199.946,0.425523,225.653,0.802769,191.281,1.15055,196.069,1.41178,198.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5346,20.627,20.5852,20.1154,20.3684,20.1487,20.3527,21.3057,20.3679
2021-08-19 06:00:00,2021-08-19,0.0,06:00:00,2021-08-19 06:00:00,2.11171,83.0631,1.96317,86.6407,1.03559,64.9357,2.68188,78.9767,1.60827,84.3687,2.3704,69.6786,2.4786,83.1838,0.181069,57.8982,1.79556,92.8437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1872,20.1597,19.819,20.376,19.9218,20.1873,20.4661,21.1224,20.2392
2021-08-19 07:00:00,2021-08-19,0.0,07:00:00,2021-08-19 07:00:00,3.61609,83.2698,3.24288,94.7689,3.81176,75.3907,3.72921,84.7133,2.99874,81.2592,4.02204,75.0683,3.51519,93.3826,4.53576,74.7313,2.85854,90.0739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6081,20.46,20.7398,20.4322,20.5907,20.5595,20.4435,21.5408,20.554
2021-08-19 08:00:00,2021-08-19,0.0,08:00:00,2021-08-19 08:00:00,3.16813,80.4177,2.48377,93.5502,3.02747,74.2659,3.38081,85.8984,2.19937,74.234,3.3817,77.9612,3.05046,94.5295,2.85444,65.0162,2.1878,85.9818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3241,20.0624,20.3205,20.1423,20.0064,20.26,20.2136,20.9344,20.0445
2021-08-19 09:00:00,2021-08-19,0.0,09:00:00,2021-08-19 09:00:00,3.30348,84.8735,2.88213,96.865,3.58719,75.8546,3.42623,86.7307,2.92698,84.0476,3.6602,76.8889,3.06684,93.9345,4.57404,74.8854,2.77604,94.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0002,19.7218,20.2581,19.811,20.0242,20.0551,19.7143,21.1808,19.9272
2021-08-19 10:00:00,2021-08-19,0.0,10:00:00,2021-08-19 10:00:00,3.07825,77.4532,2.73125,90.6759,3.26632,67.5545,3.32743,78.8761,2.93124,76.201,3.37061,70.9426,3.1319,84.0808,4.31088,66.2522,2.56681,92.3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2065,20.1358,20.3278,20.0419,20.3634,20.1281,20.1995,21.0648,20.3111
2021-08-19 11:00:00,2021-08-19,0.0,11:00:00,2021-08-19 11:00:00,0.7162,74.3113,0.3937,97.2126,0.755775,65.1862,1.41577,85.2345,0.26026,294.942,1.5384,68.259,1.07518,104.096,0.251846,190.773,0.261065,304.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7182,21.7107,21.7643,21.6012,21.8519,21.6145,21.6499,21.2879,21.8436
2021-08-19 12:00:00,2021-08-19,0.0,12:00:00,2021-08-19 12:00:00,0.501781,168.065,0.639094,165.739,0.16547,181.093,0.45272,128.229,0.602969,162.327,0.217574,77.4298,0.54152,148.183,0.277577,125.725,0.721597,169.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2624,23.2927,23.2628,23.3186,23.1555,23.3507,23.4206,21.9311,23.3576
2021-08-19 13:00:00,2021-08-19,0.0,13:00:00,2021-08-19 13:00:00,1.21351,200.011,1.20507,179.799,1.13506,230.491,0.897891,162.491,1.42088,197.885,0.909914,215.724,1.16387,151.706,0.85092,228.698,1.63541,189.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.108,25.2971,24.8397,25.36,24.7905,25.3022,25.5183,22.4722,25.22
2021-08-19 14:00:00,2021-08-19,0.0,14:00:00,2021-08-19 14:00:00,1.98723,223.389,2.22718,206.73,1.90362,254.557,1.93157,223.63,2.05208,223.724,1.69947,248.261,2.04216,210.538,2.16397,247.461,2.2954,204.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3683,26.6958,26.2163,26.7617,26.0863,26.6786,27.0994,23.0547,26.5887
2021-08-19 15:00:00,2021-08-19,0.0,15:00:00,2021-08-19 15:00:00,3.13257,212.971,3.102,213.029,3.20222,205.539,3.01383,218.971,3.33019,203.003,2.63571,203.689,3.19267,220.79,3.06508,203.658,3.25004,200.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2074,27.5402,27.1686,27.844,26.7272,27.7712,28.2201,23.574,27.2071
2021-08-19 16:00:00,2021-08-19,0.0,16:00:00,2021-08-19 16:00:00,2.99349,212.138,3.02821,210.042,2.83666,207.692,2.87437,220.291,3.03316,202.58,2.54595,208.485,2.99681,220.464,2.71749,205.395,3.07618,200.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6689,27.9286,27.657,27.973,27.3917,27.9876,28.2179,23.9163,27.8722
2021-08-19 17:00:00,2021-08-19,0.0,17:00:00,2021-08-19 17:00:00,2.95581,195.462,3.04246,199.144,2.86264,187.08,2.83703,202.091,3.1465,188.057,2.68911,194.742,2.93219,205.759,2.77611,181.364,3.2856,192.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3564,28.5779,28.2224,28.5108,28.1429,28.395,28.7867,24.3589,28.5495
2021-08-19 18:00:00,2021-08-19,0.0,18:00:00,2021-08-19 18:00:00,2.48919,201.99,2.55421,206.119,2.41798,194.318,2.35387,206.399,2.54517,193.964,2.28857,200.835,2.38175,209.673,2.26023,188.844,2.70465,197.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9297,29.0605,28.916,29.0326,28.7167,28.9942,29.2633,24.8544,29.0206
2021-08-19 19:00:00,2021-08-19,0.0,19:00:00,2021-08-19 19:00:00,2.10579,215.969,2.22699,216.541,1.91798,211.706,2.08882,216.583,2.10344,216.917,1.9599,210.315,2.08916,218.232,1.92615,222.657,2.26881,213.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.994,29.1801,29.0415,29.1723,28.5648,29.132,29.4066,24.8398,28.9026
2021-08-19 20:00:00,2021-08-19,0.0,20:00:00,2021-08-19 20:00:00,1.80286,190.825,2.03069,196.158,1.57693,179.099,1.71778,191.969,1.93452,194.776,1.50752,180.773,1.84234,197.189,1.62407,190.009,2.11678,197.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6741,28.8083,28.652,28.746,28.4682,28.5886,29.0,25.1627,28.7454
2021-08-19 21:00:00,2021-08-19,0.0,21:00:00,2021-08-19 21:00:00,5.471,80.6115,5.06816,84.8329,5.70802,75.2205,5.69385,78.636,5.13073,79.6457,5.78087,73.1834,5.38582,82.838,5.32316,75.8585,4.72507,81.4121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7146,26.9212,26.917,26.366,27.1383,26.4527,26.6635,24.4032,27.3883
2021-08-19 22:00:00,2021-08-19,0.0,22:00:00,2021-08-19 22:00:00,6.79422,74.2057,6.41505,77.2502,7.09401,69.3799,7.14726,73.8206,6.30256,73.8911,7.20029,68.8332,6.83375,76.4481,7.40918,69.3834,5.93044,76.7767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0519,25.2687,25.2298,24.7665,25.3699,24.8382,25.0912,23.971,25.5901
