,Data,precipitacao_observada,Horario,Datetime,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Barreto,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Barreto,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-06 09:00:00,2021-08-06,0.0,09:00:00,2021-08-06 09:00:00,1.91929,63.5378,2.03652,59.7432,1.25306,60.173,3.89753,69.5511,0.909576,32.7171,3.35715,69.1389,3.4221,71.5631,0.453265,359.211,1.09469,39.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7567,16.6226,16.4223,16.9647,16.2668,17.0101,16.7037,16.3032,16.2673
2021-08-06 10:00:00,2021-08-06,0.0,10:00:00,2021-08-06 10:00:00,1.21842,51.2064,1.55531,46.1553,0.892759,56.1203,3.13983,69.3722,0.953582,9.00092,2.74877,71.4997,2.71531,67.4617,0.718422,358.735,1.30838,22.5695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4238,16.2867,16.3061,16.6854,16.0464,16.8007,16.3714,15.9911,15.9491
2021-08-06 11:00:00,2021-08-06,0.0,11:00:00,2021-08-06 11:00:00,1.01488,23.6644,1.27468,31.5936,0.62737,348.451,1.64414,59.4758,0.992244,9.38885,1.00273,54.1902,1.70885,48.3336,0.840441,2.77899,1.09497,23.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1239,16.8824,16.9784,17.3325,16.7681,17.319,16.9441,16.7188,16.6672
2021-08-06 12:00:00,2021-08-06,0.0,12:00:00,2021-08-06 12:00:00,2.15737,44.7591,1.87452,42.2342,2.2731,50.6756,3.01684,58.6615,1.43288,28.2415,2.97438,63.642,2.62618,54.6597,1.49538,26.9719,1.40345,34.1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1264,18.8302,19.3499,18.9537,18.8974,19.1078,18.766,19.0255,18.6619
2021-08-06 13:00:00,2021-08-06,0.0,13:00:00,2021-08-06 13:00:00,2.16359,55.3452,2.47454,51.7511,2.11673,66.6746,2.33195,63.0865,2.13592,45.5421,2.26964,71.4332,2.54272,55.1722,1.97057,51.7776,2.50933,48.4761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6661,20.6269,20.6564,20.4751,20.6468,20.5805,20.3525,20.618,20.6923
2021-08-06 14:00:00,2021-08-06,0.0,14:00:00,2021-08-06 14:00:00,2.31634,66.4556,2.50416,56.5414,2.38856,79.2093,3.06793,74.145,2.11957,65.1826,3.21106,78.2279,2.71213,62.4302,0.897529,69.391,2.32042,66.0002,6.28773e-08,9.93906e-09,0.000177436,1.6539e-07,1.24297e-08,0.00071688,3.31267e-08,3.71106e-05,1.43924e-09,22.4429,22.2603,22.3955,22.2484,22.4356,22.2614,22.152,22.1385,22.4099
2021-08-06 15:00:00,2021-08-06,0.0,15:00:00,2021-08-06 15:00:00,3.93108,76.6599,4.12659,78.0862,4.09106,79.3142,4.44275,78.9275,3.81648,75.4231,4.4514,80.699,4.50237,79.9383,3.9753,77.4155,4.02482,77.9323,6.28773e-08,9.93906e-09,0.000177436,1.6539e-07,1.24297e-08,0.00071688,3.31267e-08,3.71106e-05,1.43924e-09,23.4019,23.4335,23.335,22.9957,23.2574,23.053,23.0826,23.1046,23.4135
2021-08-06 16:00:00,2021-08-06,0.0,16:00:00,2021-08-06 16:00:00,5.27428,114.226,4.49991,105.473,5.2915,109.114,5.48353,112.445,4.73118,110.223,5.326,110.928,5.24712,113.263,5.40612,108.725,4.08102,91.2359,6.28773e-08,9.93906e-09,0.000177436,1.6539e-07,1.24297e-08,0.00071688,3.31267e-08,3.71106e-05,1.43924e-09,23.4034,24.0631,23.1477,22.8388,23.9561,22.8501,23.2781,23.3042,24.5005
2021-08-06 17:00:00,2021-08-06,0.0,17:00:00,2021-08-06 17:00:00,5.38149,112.044,5.35549,113.64,5.33817,109.896,5.5177,111.384,5.36587,112.279,5.4398,109.823,5.43403,113.643,5.35341,109.492,5.37421,113.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4439,23.5723,23.3297,23.0596,23.6207,23.0702,23.2346,23.4206,23.8118
2021-08-06 18:00:00,2021-08-06,0.0,18:00:00,2021-08-06 18:00:00,5.98478,116.54,5.83018,118.504,5.9815,113.842,6.14079,116.93,5.90334,115.377,6.13931,114.872,6.0198,118.885,5.88022,112.408,5.78142,118.08,5.70338e-10,1.0222e-11,2.83762e-09,1.8926e-09,2.18998e-11,4.0757e-07,4.88143e-12,2.65572e-10,0.0,23.1755,23.3444,23.009,22.7503,23.4008,22.6959,22.9558,23.1639,23.596
2021-08-06 19:00:00,2021-08-06,0.0,19:00:00,2021-08-06 19:00:00,6.50725,114.731,6.45123,115.852,6.53551,112.326,6.65932,114.57,6.40024,114.406,6.63464,112.797,6.61359,115.927,6.4239,111.554,6.34867,116.156,5.70338e-10,1.0222e-11,2.83762e-09,1.8926e-09,2.18998e-11,4.0757e-07,4.88143e-12,2.65572e-10,0.0,22.257,22.454,22.0846,21.8261,22.4927,21.7597,22.057,22.2591,22.7079
2021-08-06 20:00:00,2021-08-06,0.0,20:00:00,2021-08-06 20:00:00,5.96086,110.651,5.77692,111.452,6.1017,108.647,6.05181,110.376,5.86429,110.674,6.21133,108.918,5.82705,111.513,5.99622,108.09,5.69913,111.932,5.70338e-10,1.0222e-11,2.83762e-09,1.8926e-09,2.18998e-11,4.0757e-07,4.88143e-12,2.65572e-10,0.0,21.2359,21.4446,21.0454,20.8276,21.4438,20.7422,21.0701,21.2008,21.6806
2021-08-06 21:00:00,2021-08-06,0.0,21:00:00,2021-08-06 21:00:00,5.33757,101.045,5.13222,100.346,5.52639,101.691,5.51195,102.259,4.99616,100.19,5.5269,102.58,5.30322,102.646,5.26386,100.322,4.81798,99.7155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3451,20.5349,20.1622,19.873,20.6082,19.7931,20.1053,20.3623,20.821
2021-08-06 22:00:00,2021-08-06,0.0,22:00:00,2021-08-06 22:00:00,5.3436,85.2171,5.54759,84.113,5.01841,88.2917,5.49622,86.4533,4.98563,83.6363,5.01842,88.7098,5.63536,86.1638,4.7437,86.3207,5.25371,82.7024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8242,19.9016,19.6678,19.3896,20.0724,19.3515,19.5083,19.8351,20.1574
2021-08-06 23:00:00,2021-08-06,0.0,23:00:00,2021-08-06 23:00:00,5.70607,84.3502,5.53446,82.9734,5.54823,86.207,5.8968,84.9512,5.43586,83.0683,5.49319,85.3197,5.65985,85.2276,5.36727,85.4079,5.39588,81.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1118,19.1309,19.0697,18.7124,19.3323,18.7984,18.7545,19.2018,19.3583
2021-08-07 00:00:00,2021-08-07,0.0,00:00:00,2021-08-07 00:00:00,3.21612,70.4838,3.1799,75.0961,2.72532,75.1704,3.76829,72.7573,1.65686,74.6039,3.59122,74.0787,3.56264,80.0489,1.32285,86.7564,2.13293,67.7022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.369,19.3245,19.4104,19.3276,19.4091,19.3722,19.2799,19.4472,19.3676
2021-08-07 01:00:00,2021-08-07,0.0,01:00:00,2021-08-07 01:00:00,4.0718,80.8951,3.79985,77.8326,4.10181,82.3277,4.91545,83.1793,3.32472,76.9691,4.64486,83.2722,4.5997,82.5822,3.53916,79.6238,2.9861,71.5574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7611,18.7861,18.829,18.3577,19.0319,18.5159,18.3994,18.9958,19.045
2021-08-07 02:00:00,2021-08-07,0.0,02:00:00,2021-08-07 02:00:00,3.3157,66.1203,3.43628,66.1755,2.90178,65.0762,4.5702,70.6301,2.55387,61.9489,4.15424,69.1741,4.29608,71.4745,2.26381,57.8233,2.75,63.8266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6191,17.7109,17.6793,17.1627,17.9178,17.377,17.2974,17.8586,17.9528
2021-08-07 03:00:00,2021-08-07,0.0,03:00:00,2021-08-07 03:00:00,5.03682,77.8353,4.89814,77.1073,4.58202,79.6344,5.94512,78.9019,3.58195,74.0691,5.40285,78.0986,5.68104,81.4598,2.9215,75.043,3.69879,71.9503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3469,17.3484,17.3283,16.9371,17.6074,17.0135,16.9868,17.4494,17.5332
2021-08-07 04:00:00,2021-08-07,0.0,04:00:00,2021-08-07 04:00:00,5.31061,73.5452,4.94459,71.9222,5.02085,76.2241,6.08329,75.706,3.88366,70.1889,5.77106,76.4415,5.62203,76.0273,3.54995,70.3887,3.79813,68.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.569,17.4769,17.5829,17.1334,17.7193,17.2755,17.1145,17.8586,17.5976
2021-08-07 05:00:00,2021-08-07,0.0,05:00:00,2021-08-07 05:00:00,3.81645,67.6364,3.59417,64.1806,3.2653,73.0663,5.21802,70.8258,1.70495,65.6659,4.74585,72.6426,4.72692,69.9622,1.07585,70.7296,1.81229,58.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3228,17.1995,17.3245,16.9936,17.2849,17.1246,16.9179,17.2278,17.1907
2021-08-07 06:00:00,2021-08-07,0.0,06:00:00,2021-08-07 06:00:00,3.37808,63.3646,2.99247,64.9704,3.01221,63.9773,4.67555,66.8564,1.82157,62.4098,4.45446,68.2834,4.10359,69.6216,1.11715,62.1434,2.09368,63.2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2519,16.8488,17.3344,16.9267,17.0471,17.0671,16.6661,17.0023,17.1627
2021-08-07 07:00:00,2021-08-07,0.0,07:00:00,2021-08-07 07:00:00,4.7681,65.7632,4.15382,68.2078,4.80295,65.6817,5.7904,69.3538,2.96214,58.712,5.76391,68.0385,5.0734,73.7771,2.92002,58.1343,2.8452,61.0577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3524,17.0288,17.4514,17.0049,17.2135,17.1496,16.7925,17.2919,17.0608
2021-08-07 08:00:00,2021-08-07,0.0,08:00:00,2021-08-07 08:00:00,3.92995,59.0991,3.34856,60.4409,3.86325,59.8824,4.89289,64.8741,2.49528,51.3217,4.95378,64.7858,4.04721,67.4284,2.1512,49.2186,2.524,54.6866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9935,16.6574,17.1484,16.7369,16.8254,16.9488,16.4605,16.8564,16.685
2021-08-07 09:00:00,2021-08-07,0.0,09:00:00,2021-08-07 09:00:00,3.70169,60.4277,2.90015,62.0685,3.67828,59.9353,4.93887,68.0341,1.78622,46.8099,5.08943,65.8729,3.99182,72.4162,1.59556,43.8668,1.73151,51.6833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.443,16.6204,17.7713,17.2174,17.0634,17.6132,16.6925,17.3075,16.4041
2021-08-07 10:00:00,2021-08-07,0.0,10:00:00,2021-08-07 10:00:00,3.21612,70.4838,3.1799,75.0961,2.72532,75.1704,3.76829,72.7573,1.65686,74.6039,3.59122,74.0787,3.56264,80.0489,1.32285,86.7564,2.13293,67.7022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.475,17.156,17.2181,17.168,16.8311,17.0588,16.9656,16.6359,16.8583
2021-08-07 11:00:00,2021-08-07,0.0,11:00:00,2021-08-07 11:00:00,1.24181,49.2002,1.86388,53.4824,0.856494,67.6233,2.19314,62.5684,0.924154,28.1778,1.76638,70.7207,2.41346,63.3316,0.537197,30.2672,1.56144,44.2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2548,18.0472,18.0848,18.021,18.1327,17.9714,17.8473,18.0186,17.8849
2021-08-07 12:00:00,2021-08-07,0.0,12:00:00,2021-08-07 12:00:00,1.44205,39.9044,1.49258,46.2433,1.33697,42.644,1.85545,54.0756,1.15357,25.9283,1.8338,58.8901,1.82199,56.4693,1.03261,22.4519,1.24477,35.7354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6858,19.4681,19.8276,19.5418,19.5508,19.6682,19.349,19.6122,19.3698
2021-08-07 13:00:00,2021-08-07,0.0,13:00:00,2021-08-07 13:00:00,1.6582,60.5164,1.73245,65.1639,1.63347,64.8839,2.01444,64.0854,1.46071,63.5415,2.03163,68.5974,1.96414,63.7823,1.41313,62.0357,1.52283,71.3573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.411,21.3766,21.411,21.1448,21.4738,21.2354,21.1285,21.3918,21.4529
2021-08-07 14:00:00,2021-08-07,0.0,14:00:00,2021-08-07 14:00:00,1.87731,45.6283,1.82817,43.9794,1.83538,54.0689,2.00954,48.6715,1.95743,46.6353,1.96932,54.3497,1.99475,43.7239,1.84453,53.5627,1.57493,17.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9903,22.9791,22.9786,22.6521,23.1298,22.7318,22.6733,23.0269,22.8557
2021-08-07 15:00:00,2021-08-07,0.0,15:00:00,2021-08-07 15:00:00,2.31132,53.3025,2.27106,54.7993,2.20557,51.11,2.32595,49.0507,2.2086,51.9263,2.30404,52.3094,2.32635,51.9515,2.26356,54.3342,1.44556,26.4188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1305,24.2365,24.0721,23.7368,24.3138,23.8276,23.8215,24.1775,24.0879
2021-08-07 16:00:00,2021-08-07,0.0,16:00:00,2021-08-07 16:00:00,4.33314,79.2383,4.1728,78.2384,4.38008,77.9538,4.48524,78.7132,4.20777,78.2659,4.32886,76.854,4.41634,77.6993,4.31667,76.7596,3.60546,71.6246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7008,24.8034,24.6018,24.303,24.9321,24.3207,24.45,24.781,24.968
2021-08-07 17:00:00,2021-08-07,0.0,17:00:00,2021-08-07 17:00:00,4.56402,70.8027,4.59338,71.8676,4.53995,71.2747,5.02213,71.5224,4.38518,71.0078,4.84622,72.1529,5.00061,71.747,4.36679,69.6811,4.4113,70.8359,2.68614e-09,4.64338e-07,1.59761e-11,1.0088e-07,1.33528e-11,7.7921e-10,2.95163e-05,0.0,7.81126e-10,24.5106,24.4181,24.5104,24.4647,24.5291,24.5424,24.5415,24.4907,24.5448
2021-08-07 18:00:00,2021-08-07,0.0,18:00:00,2021-08-07 18:00:00,5.86216,80.5141,5.8195,81.6337,5.78524,80.8261,6.05319,80.6617,5.76573,80.1465,5.87205,81.5419,6.03548,81.2538,5.77191,79.7141,5.70817,81.5784,2.68614e-09,4.64338e-07,1.59761e-11,1.0088e-07,1.33528e-11,7.7921e-10,2.95163e-05,0.0,7.81126e-10,24.491,24.5107,24.4348,24.0915,24.6774,24.1537,24.223,24.5931,24.7361
2021-08-07 19:00:00,2021-08-07,0.0,19:00:00,2021-08-07 19:00:00,6.14439,80.8248,6.10314,81.7986,6.0159,80.8521,6.33427,80.4128,6.05165,81.0914,6.12104,80.7098,6.27999,81.0045,5.9866,80.4116,6.02316,82.4331,2.68614e-09,4.64338e-07,1.59761e-11,1.0088e-07,1.33528e-11,7.7921e-10,2.95163e-05,0.0,7.81126e-10,23.6428,23.6768,23.624,23.246,23.8362,23.3487,23.3708,23.7628,23.8965
2021-08-07 20:00:00,2021-08-07,0.0,20:00:00,2021-08-07 20:00:00,6.76725,82.3127,6.64353,82.7075,6.84318,82.7429,6.76008,82.6442,6.72844,81.695,6.8622,82.8935,6.63935,82.9792,6.79244,81.8205,6.6308,82.3828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4316,22.4874,22.4137,22.0283,22.6353,22.1332,22.1685,22.5591,22.7179
2021-08-07 21:00:00,2021-08-07,0.0,21:00:00,2021-08-07 21:00:00,7.06099,82.6682,6.7342,82.0468,7.23937,83.7974,7.03323,83.8321,6.89408,80.776,7.10141,84.1286,6.75335,84.0823,7.1505,82.3568,6.61902,79.9528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7197,20.7808,20.6891,20.2955,20.9499,20.3952,20.4332,20.8478,21.0314
2021-08-07 22:00:00,2021-08-07,0.0,22:00:00,2021-08-07 22:00:00,7.25451,77.3725,6.76612,76.5808,7.06693,78.5108,7.25785,78.0195,7.062,76.0169,6.99,78.0278,6.87292,78.408,7.03054,77.7949,6.66301,74.8781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9247,20.0122,19.914,19.5076,20.1508,19.634,19.6679,20.0535,20.2513
2021-08-07 23:00:00,2021-08-07,0.0,23:00:00,2021-08-07 23:00:00,6.59805,75.357,6.32715,74.8185,6.92114,77.0681,6.88917,75.9146,6.31154,73.9641,6.98965,76.0327,6.49646,76.7001,6.8447,76.5405,6.36223,73.4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3734,19.422,19.3564,18.9772,19.5828,19.0822,19.0895,19.4887,19.6367
2021-08-08 00:00:00,2021-08-08,0.0,00:00:00,2021-08-08 00:00:00,0.93383,31.3378,1.2529,49.442,0.73117,9.61798,1.83926,58.091,0.982064,23.4496,0.903466,67.3354,2.37584,58.2433,1.00783,23.7437,1.08541,40.0939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6132,18.5723,18.6512,18.5539,18.6724,18.5939,18.5112,18.7086,18.6333
2021-08-08 01:00:00,2021-08-08,0.0,01:00:00,2021-08-08 01:00:00,3.8906,44.7682,4.09161,47.0015,3.24381,43.6482,4.52371,50.8378,3.44859,42.3181,4.068,52.4978,4.39575,50.2565,3.01854,39.1377,3.71932,44.2811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1417,18.0855,18.2397,17.7243,18.4095,17.9559,17.7002,18.3806,18.2974
2021-08-08 02:00:00,2021-08-08,0.0,02:00:00,2021-08-08 02:00:00,1.81066,74.9142,2.60759,68.3104,0.317406,139.113,4.05521,74.5357,1.08992,57.4573,2.41624,75.7155,3.97635,74.4577,0.690058,45.7446,1.77909,64.9101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2011,17.3321,17.2242,16.8383,17.524,16.907,16.924,17.4446,17.5828
2021-08-08 03:00:00,2021-08-08,0.0,03:00:00,2021-08-08 03:00:00,2.25373,72.7166,3.13336,72.0496,1.20667,62.8671,5.27581,75.1542,0.527582,344.532,4.65035,71.2198,5.02292,79.973,0.649255,276.139,1.22921,49.2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6219,17.681,17.3478,17.6593,17.2481,17.7257,17.5502,17.2093,17.3808
2021-08-08 04:00:00,2021-08-08,0.0,04:00:00,2021-08-08 04:00:00,1.5759,72.1642,1.9356,65.8729,1.17539,80.4925,4.59698,74.8391,0.263025,285.956,3.94609,72.7623,4.1989,78.4041,0.613581,240.74,0.693721,49.6176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3547,17.4004,17.17,17.6063,17.2999,17.5795,17.4724,17.1466,17.181
2021-08-08 05:00:00,2021-08-08,0.0,05:00:00,2021-08-08 05:00:00,1.72599,64.7129,1.3884,59.4012,1.86104,72.3857,4.90596,73.6264,0.854304,190.811,4.676,72.4879,4.24879,77.4366,0.681473,163.369,0.84565,226.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1544,16.9925,17.167,17.7651,17.1153,17.7256,17.5752,17.0339,17.001
2021-08-08 06:00:00,2021-08-08,0.0,06:00:00,2021-08-08 06:00:00,1.40975,67.4259,1.76291,63.2767,0.668271,73.5926,4.63735,72.0045,0.566691,300.678,4.02439,69.0955,4.17936,74.5438,0.670443,259.919,0.427306,40.8201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8795,16.9615,16.9681,17.789,16.8694,17.7253,17.5672,16.9218,16.8513
2021-08-08 07:00:00,2021-08-08,0.0,07:00:00,2021-08-08 07:00:00,1.80838,71.5782,2.03547,74.2947,1.92971,68.3806,4.92226,76.6201,0.760107,309.663,4.69777,74.9101,4.68458,82.5452,0.418187,280.193,0.910545,4.28323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8664,17.0401,16.8738,17.8846,16.7346,17.8,17.7465,16.8993,16.6875
2021-08-08 08:00:00,2021-08-08,0.0,08:00:00,2021-08-08 08:00:00,1.03864,52.0606,1.23004,35.4232,0.673964,267.717,3.09964,69.1957,0.812588,338.572,1.53592,65.0368,2.47214,64.4124,0.916509,325.882,0.608026,346.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5546,16.446,16.5729,17.4156,16.5115,16.8001,17.0058,16.5727,16.4343
2021-08-08 09:00:00,2021-08-08,0.0,09:00:00,2021-08-08 09:00:00,0.59349,23.3415,0.767217,21.0434,0.400658,308.732,2.26962,59.3137,1.0906,349.309,1.41115,54.0171,1.84579,54.2803,0.938262,358.185,1.18015,3.78925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2865,16.148,16.4712,17.0254,16.2516,16.4755,16.6257,16.3368,16.1112
2021-08-08 10:00:00,2021-08-08,0.0,10:00:00,2021-08-08 10:00:00,0.93383,31.3378,1.2529,49.442,0.73117,9.61798,1.83926,58.091,0.982064,23.4496,0.903466,67.3354,2.37584,58.2433,1.00783,23.7437,1.08541,40.0939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8461,15.9362,15.9282,16.5447,15.8253,16.181,16.3335,15.7999,15.8465
2021-08-08 11:00:00,2021-08-08,0.0,11:00:00,2021-08-08 11:00:00,2.32424,49.6538,2.46417,50.91,1.06895,36.0878,3.27045,57.649,1.7401,35.2638,2.43146,53.1926,3.07904,60.9563,1.24871,15.787,1.96469,43.3668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7685,18.3622,18.7186,18.8569,18.4043,19.0089,18.4788,18.3482,18.0756
2021-08-08 12:00:00,2021-08-08,0.0,12:00:00,2021-08-08 12:00:00,1.76908,29.5559,1.59063,33.7156,1.711,24.6434,2.40895,40.9668,1.29811,21.9539,2.00059,43.5001,2.0715,41.8917,1.33077,14.1091,1.27096,29.4737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5668,20.3401,20.8079,20.5786,20.429,20.8445,20.286,20.4885,20.2697
2021-08-08 13:00:00,2021-08-08,0.0,13:00:00,2021-08-08 13:00:00,2.25577,19.8737,2.10953,23.0132,2.30904,17.2582,2.49093,23.472,1.98281,19.1556,2.49855,21.731,2.3344,27.4608,2.12988,19.1082,1.60539,9.41684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2574,22.2454,22.3175,22.1541,22.1851,22.3806,22.1241,22.1969,21.9489
2021-08-08 14:00:00,2021-08-08,0.0,14:00:00,2021-08-08 14:00:00,1.35357,351.148,1.2337,325.851,1.47591,2.86191,1.82386,16.9834,1.26854,343.97,1.85472,20.0235,1.61522,12.6807,1.33533,353.213,1.34969,322.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9745,23.8373,24.0643,23.9633,23.8362,24.0784,24.0063,23.8583,23.3828
2021-08-08 15:00:00,2021-08-08,0.0,15:00:00,2021-08-08 15:00:00,1.28221,338.223,1.72421,313.554,1.12455,15.3621,1.6776,32.5183,1.19238,333.292,1.98506,43.9705,1.35895,8.64835,1.00141,346.743,1.63574,319.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5169,25.2236,25.6685,25.5399,25.5034,25.6101,25.4955,25.4924,24.9959
2021-08-08 16:00:00,2021-08-08,0.0,16:00:00,2021-08-08 16:00:00,2.42433,232.522,2.12336,254.544,2.68198,228.609,2.59853,244.452,2.54678,223.32,2.84706,238.035,2.23371,266.789,2.74215,217.861,2.19618,235.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8977,26.1491,25.7162,25.8995,25.9387,25.9022,26.1247,25.6813,26.1018
2021-08-08 17:00:00,2021-08-08,0.0,17:00:00,2021-08-08 17:00:00,3.13374,211.77,3.03038,210.409,3.21564,210.786,3.08758,218.432,3.31271,206.862,3.20998,218.229,3.01103,218.548,3.38797,205.991,3.22403,204.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0083,26.1693,25.8994,25.7788,26.031,25.7895,25.9377,25.8038,26.2219
2021-08-08 18:00:00,2021-08-08,0.0,18:00:00,2021-08-08 18:00:00,3.10025,210.353,3.05776,212.089,3.11067,205.806,3.18407,214.776,3.12865,205.28,3.28035,214.023,3.08356,217.099,3.13457,201.697,3.10773,205.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5278,26.6787,26.4272,26.2839,26.5606,26.2976,26.4554,26.3711,26.7306
2021-08-08 19:00:00,2021-08-08,0.0,19:00:00,2021-08-08 19:00:00,2.58423,208.634,2.48019,209.368,2.57497,200.548,2.60888,217.561,2.53972,203.029,2.41563,193.292,2.50121,218.506,2.56599,198.834,2.55459,203.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5954,26.7393,26.5246,26.3565,26.6675,26.4009,26.4999,26.4867,26.8014
2021-08-08 20:00:00,2021-08-08,0.0,20:00:00,2021-08-08 20:00:00,5.77642,88.1009,5.69385,86.7831,5.97842,88.018,5.43292,88.426,6.05787,88.1119,5.78868,88.1484,5.18196,86.9,6.13969,87.465,6.02671,87.5494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0849,25.1972,25.0499,24.6591,25.333,24.7212,24.8052,25.2119,25.4488
2021-08-08 21:00:00,2021-08-08,0.0,21:00:00,2021-08-08 21:00:00,6.47979,81.8055,6.12521,82.9737,6.39026,81.0488,6.32956,82.9667,6.41085,80.7906,6.3267,81.6219,6.01714,84.7935,6.27214,80.1938,6.10503,81.6453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8039,22.9157,22.7873,22.3665,23.0866,22.4674,22.5068,22.9587,23.1945
2021-08-08 22:00:00,2021-08-08,0.0,22:00:00,2021-08-08 22:00:00,6.81841,75.6031,6.32091,76.8039,6.83894,76.2383,6.98376,77.3766,6.46093,73.5393,6.96268,75.9614,6.55339,80.4453,6.46392,75.276,5.99337,73.7787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6751,21.7507,21.6826,21.2173,21.9792,21.3442,21.3251,21.8764,22.0432
2021-08-08 23:00:00,2021-08-08,0.0,23:00:00,2021-08-08 23:00:00,6.83981,74.7883,6.42511,77.0709,6.62523,74.315,7.12372,75.812,6.24945,73.4283,6.96653,73.2261,6.58509,80.1878,5.9368,74.7154,6.21549,74.6062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1116,21.1473,21.09,20.6216,21.3806,20.7475,20.7181,21.2782,21.3963
