,Data,precipitacao_observada,Horario,Datetime,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Barreto,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Barreto,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW
2021-08-30 02:00:00,2021-08-30,1.0,02:00:00,2021-08-30 02:00:00,2.98551,103.023,3.0665,98.6114,3.08524,106.067,3.62289,100.201,2.50319,105.8,3.39664,103.379,3.69403,98.0574,2.80332,107.329,2.56828,99.9812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5746,20.6816,20.3436,20.2041,20.7682,20.0974,20.3233,20.4597,20.8825
2021-08-30 03:00:00,2021-08-30,1.0,03:00:00,2021-08-30 03:00:00,2.65854,104.686,2.68716,99.7188,2.87855,105.438,3.44855,103.043,2.22896,105.59,3.33746,103.542,3.44506,101.264,2.58851,104.976,2.11138,99.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3499,20.4505,20.0968,19.9883,20.607,19.8503,20.0772,20.291,20.7328
2021-08-30 04:00:00,2021-08-30,0.0,04:00:00,2021-08-30 04:00:00,2.67905,92.2846,2.64748,86.6511,2.94766,97.2782,3.38028,93.7645,2.06334,89.1569,3.2702,96.4709,3.24323,90.6189,2.46577,95.1322,2.14223,83.0826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3361,20.438,20.0883,19.8929,20.5774,19.6957,20.0229,20.2436,20.675
2021-08-30 05:00:00,2021-08-30,0.0,05:00:00,2021-08-30 05:00:00,2.89285,105.474,2.93726,102.433,2.87117,105.92,3.39628,103.557,2.50284,106.818,3.04554,105.349,3.49808,101.617,2.65478,104.565,2.4796,104.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.019,20.28,19.7203,19.5342,20.2415,19.3029,19.8779,19.9362,20.5014
2021-08-30 06:00:00,2021-08-30,0.0,06:00:00,2021-08-30 06:00:00,2.42894,100.135,2.45891,96.2867,2.77693,103.307,2.64144,99.4875,2.31405,100.839,2.8824,102.733,2.64785,95.0939,2.45122,103.27,2.3635,97.7617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0978,20.2043,19.8431,19.6624,20.3276,19.4474,19.7947,19.9829,20.4547
2021-08-30 07:00:00,2021-08-30,0.0,07:00:00,2021-08-30 07:00:00,2.47585,100.969,2.98781,98.251,2.09079,103.607,2.98753,97.9766,2.274,100.909,2.36932,100.137,3.30598,98.0262,2.04691,102.348,2.53959,99.9229,0.0182205,0.0180096,0.0993954,0.0114827,0.0219864,0.0991312,0.0359062,0.0894871,0.00715769,20.1241,20.3351,19.8612,19.7534,20.2304,19.6266,19.9633,19.9739,20.4145
2021-08-30 08:00:00,2021-08-30,0.0,08:00:00,2021-08-30 08:00:00,1.97316,85.7838,1.98757,72.5301,1.92217,95.8527,2.70208,89.6411,1.47081,80.8817,2.44305,97.5351,2.4471,78.1283,1.70771,92.3943,1.82315,69.2922,0.0182205,0.0180096,0.0993954,0.0114827,0.0219864,0.0991423,0.0359062,0.0894871,0.00715769,20.3222,20.2942,20.0583,19.9208,20.4882,19.779,19.9514,20.197,20.4618
2021-08-30 09:00:00,2021-08-30,0.0,09:00:00,2021-08-30 09:00:00,2.40687,75.5597,1.60672,68.3018,2.10373,78.9871,2.8879,78.9499,1.96631,72.1189,2.55566,81.4652,2.15369,74.5891,1.86743,75.436,1.32626,62.3979,0.0182205,0.0180935,0.0993954,0.0114827,0.0219864,0.0991423,0.0365287,0.0894871,0.00715865,19.7115,19.6619,19.6503,19.3081,19.9104,19.3871,19.2773,19.7898,19.8516
2021-08-30 10:00:00,2021-08-30,0.0,10:00:00,2021-08-30 10:00:00,2.4179,61.0867,2.28795,61.7328,2.24441,60.728,2.72924,64.2535,2.23877,59.6574,2.52047,63.7318,2.54934,65.1256,2.20387,60.0616,2.06667,58.6356,0.0,8.3968e-05,0.0,4.28408e-08,0.0,1.10939e-05,0.000622444,0.0,9.56934e-07,19.5498,19.5574,19.5753,19.114,19.7899,19.2481,19.1886,19.7405,19.7251
2021-08-30 11:00:00,2021-08-30,0.0,11:00:00,2021-08-30 11:00:00,2.39011,63.5635,2.41138,63.2191,2.28084,67.429,2.79188,66.1522,2.21539,63.5482,2.59009,70.3896,2.73227,63.533,2.20362,64.8898,2.25529,65.2644,0.0,8.3968e-05,0.0,4.28408e-08,0.0,0.0,0.000622444,0.0,9.56934e-07,20.592,20.5782,20.5949,20.2466,20.7545,20.3193,20.2726,20.6946,20.7278
2021-08-30 12:00:00,2021-08-30,0.0,12:00:00,2021-08-30 12:00:00,2.33049,106.435,1.806,96.6934,2.82646,99.8477,2.61081,103.459,2.19328,109.176,2.98605,97.4563,2.10713,96.0767,2.72501,101.438,1.69756,98.6037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.862,21.9069,21.7699,21.4893,22.0514,21.4895,21.5925,21.8784,22.0518
2021-08-30 13:00:00,2021-08-30,0.0,13:00:00,2021-08-30 13:00:00,2.85243,142.816,2.69718,146.72,2.96597,137.108,3.12776,140.749,3.06624,139.386,3.13091,139.458,2.76274,146.61,2.85386,129.199,2.98158,148.668,0.0754993,0.026702,0.0777756,0.0407649,0.0801758,0.0595122,0.0065219,0.140937,0.0346293,22.7537,22.9761,22.3278,22.6122,22.7919,22.4339,22.7708,22.3529,23.1026
2021-08-30 14:00:00,2021-08-30,0.0,14:00:00,2021-08-30 14:00:00,4.58648,146.853,4.32768,149.06,4.74435,145.619,4.84024,142.405,4.40229,147.197,4.88268,142.862,4.71495,143.233,4.61169,144.21,4.19663,151.263,0.607396,0.25103,0.503884,0.561622,0.537017,0.652681,0.160423,0.389036,0.334494,22.8854,23.1155,22.5573,22.5552,23.0778,22.3474,22.8338,22.7213,23.1551
2021-08-30 15:00:00,2021-08-30,0.0,15:00:00,2021-08-30 15:00:00,5.23788,142.005,5.19451,140.505,5.3985,144.62,5.41594,139.904,5.35567,145.216,5.25874,140.573,5.43092,141.942,5.5415,143.843,5.11259,143.538,0.608149,0.254126,0.504096,0.565456,0.537185,0.652818,0.176432,0.389172,0.334645,23.2486,23.4424,22.9884,22.8365,23.3725,22.8002,23.048,23.0131,23.3351
2021-08-30 16:00:00,2021-08-30,0.0,16:00:00,2021-08-30 16:00:00,5.4242,141.996,5.2921,142.512,5.5142,141.114,5.61952,140.525,5.3893,142.905,5.56757,139.335,5.48697,140.977,5.51798,140.959,5.28605,144.485,0.532649,0.227424,0.42632,0.524691,0.457009,0.593306,0.16991,0.248234,0.300016,23.4166,23.6276,23.2074,23.035,23.5786,22.9618,23.2739,23.2967,23.7545
2021-08-30 17:00:00,2021-08-30,0.0,17:00:00,2021-08-30 17:00:00,5.54879,139.122,5.33834,138.545,5.64204,138.871,5.75142,137.659,5.47403,140.197,5.74389,137.221,5.54504,136.845,5.61089,139.482,5.31248,140.401,0.000752091,0.00309616,0.000212193,0.00383312,0.00016737,0.000137389,0.0160082,0.000136197,0.000150919,23.3853,23.5989,23.1862,23.011,23.5555,22.9348,23.2477,23.2727,23.7534
2021-08-30 18:00:00,2021-08-30,0.0,18:00:00,2021-08-30 18:00:00,5.34392,136.044,5.11704,135.102,5.47161,136.2,5.61983,134.041,5.20414,137.523,5.61867,133.972,5.43018,133.044,5.39455,137.545,5.03526,137.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.057,23.2449,22.8752,22.6693,23.2292,22.6212,22.8758,22.9543,23.4128
2021-08-30 19:00:00,2021-08-30,0.0,19:00:00,2021-08-30 19:00:00,5.27559,131.537,4.93759,130.726,5.50058,132.149,5.68655,129.762,5.01051,133.72,5.69636,129.581,5.3827,129.328,5.31827,134.445,4.78893,133.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4698,22.636,22.3285,22.0756,22.6674,22.058,22.2667,22.4156,22.8193
2021-08-30 20:00:00,2021-08-30,0.0,20:00:00,2021-08-30 20:00:00,4.87723,128.04,4.79375,124.848,5.26428,134.516,5.3851,123.664,4.89679,134.4,5.14989,127.077,5.44837,126.523,5.4126,136.997,4.41539,128.135,1.64509e-05,0.0,2.72393e-05,2.43783e-05,5.96046e-07,0.000149608,0.0,3.57628e-07,0.0,21.7222,21.8234,21.5832,21.2833,21.9413,21.2544,21.4095,21.6956,22.0632
2021-08-30 21:00:00,2021-08-30,0.0,21:00:00,2021-08-30 21:00:00,4.81951,122.887,5.10742,122.033,4.51172,123.38,5.20525,121.259,4.44849,122.886,4.50454,120.482,5.50984,121.145,4.52699,125.341,4.56098,122.534,0.00735152,0.00110871,0.0138668,0.00667542,0.00528455,0.0184193,0.00108202,0.00597078,0.000957549,21.0459,21.1892,20.9889,20.6039,21.3851,20.6374,20.7392,21.1809,21.4791
2021-08-30 22:00:00,2021-08-30,0.0,22:00:00,2021-08-30 22:00:00,3.98251,115.442,3.91619,118.441,4.5175,113.063,4.60732,116.0,3.72279,115.663,4.82488,113.659,4.46325,117.27,4.29395,112.906,3.59195,121.34,0.151491,0.0182693,0.334249,0.0706421,0.219433,0.268654,0.00700717,0.322569,0.0505767,20.6027,20.6642,20.6521,20.1911,20.8363,20.3362,20.2504,20.8294,20.8788
2021-08-30 23:00:00,2021-08-30,0.0,23:00:00,2021-08-30 23:00:00,4.22207,130.916,4.10913,132.966,4.39679,125.286,3.9794,132.033,4.26376,126.985,4.51741,127.581,3.82955,127.244,4.30376,123.379,4.17477,131.196,0.174139,0.0239168,0.376601,0.105781,0.238161,0.315232,0.0316468,0.366165,0.0534567,20.4024,20.4867,20.409,19.9538,20.7937,20.08,20.0429,20.6848,20.7605
2021-08-31 00:00:00,2021-08-31,2.0,00:00:00,2021-08-31 00:00:00,2.17609,86.7734,2.10375,78.0304,1.80064,94.4495,2.78267,88.4562,1.85701,83.7952,2.14916,91.2349,2.57086,83.4757,1.75681,92.9389,1.78118,74.2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8853,19.8414,19.9266,19.873,19.8962,19.9161,19.8271,19.9356,19.8541
2021-08-31 01:00:00,2021-08-31,3.0,01:00:00,2021-08-31 01:00:00,3.08775,110.973,3.06144,110.793,3.08816,110.543,3.40826,109.165,2.87344,112.712,3.25085,109.166,3.44675,110.117,2.99891,111.288,2.74677,112.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9196,20.0677,19.8116,19.5215,20.1632,19.4658,19.7034,20.0363,20.2933
2021-08-31 02:00:00,2021-08-31,2.0,02:00:00,2021-08-31 02:00:00,2.21311,99.8142,2.52025,83.6056,1.6584,129.278,3.20624,89.1791,1.80472,111.648,2.0151,108.533,3.24501,83.8124,1.60996,132.715,1.97648,90.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9385,20.0537,19.69,19.6066,20.1002,19.5319,19.7334,19.7519,20.3062
2021-08-31 03:00:00,2021-08-31,1.0,03:00:00,2021-08-31 03:00:00,3.0368,82.427,2.60327,78.1144,3.42597,88.2064,3.38413,82.9092,2.58083,83.8174,3.59338,86.7241,2.85491,78.8199,3.27277,88.5966,2.31183,79.0054,0.71548,0.414328,0.977993,0.84632,0.569955,1.05089,0.454728,0.869702,0.353838,19.9735,19.9025,19.834,19.5806,20.0708,19.5981,19.5143,19.9188,20.152
2021-08-31 04:00:00,2021-08-31,0.0,04:00:00,2021-08-31 04:00:00,1.26672,68.8788,1.28945,69.8724,1.93986,73.713,1.65925,75.0199,1.14437,59.7684,2.23159,78.9693,1.64434,73.4712,1.49479,57.3751,1.11194,63.0817,1.3361,0.454398,2.41728,1.38783,1.27599,2.58391,0.488115,2.1819,0.406679,19.3266,19.4567,19.2902,19.0465,19.4218,19.1581,19.2441,19.2262,19.5921
2021-08-31 05:00:00,2021-08-31,2.0,05:00:00,2021-08-31 05:00:00,1.16981,73.426,1.18024,56.0766,0.673144,93.8026,1.89963,75.862,0.486347,42.4319,1.57963,81.6965,1.57816,67.8519,0.13639,17.251,0.735229,37.6929,2.33575,4.23466,2.66384,2.64504,2.11414,2.89738,4.7959,2.40884,3.71325,19.5063,19.484,19.3372,19.1984,19.3499,19.2592,19.2116,19.3063,19.3642
2021-08-31 06:00:00,2021-08-31,0.0,06:00:00,2021-08-31 06:00:00,0.370332,239.881,0.587651,254.45,0.298959,182.406,0.54705,132.293,0.365634,275.69,0.566564,131.694,0.535821,239.829,0.370619,225.576,0.421806,279.545,1.6203,3.82033,1.68591,1.79872,1.54423,1.84651,4.34117,1.53914,3.35941,18.9453,18.9682,18.9432,18.7027,19.1051,18.7234,18.746,19.0666,19.1116
2021-08-31 07:00:00,2021-08-31,3.0,07:00:00,2021-08-31 07:00:00,0.624121,105.815,0.39094,94.6993,0.347249,151.416,1.64209,99.1112,0.081327,9.73572,0.735472,110.246,1.62643,101.291,0.16995,242.454,0.208337,326.628,0.999674,3.78026,0.246617,1.25721,0.838197,0.313497,4.30778,0.226943,3.30657,18.852,18.8828,18.779,18.7505,18.9759,18.6071,18.7614,18.9093,18.9806
2021-08-31 08:00:00,2021-08-31,0.0,08:00:00,2021-08-31 08:00:00,2.18344,112.707,1.71732,127.983,2.06628,102.691,2.71488,116.387,1.09846,117.653,2.77623,104.623,2.93027,126.044,1.54534,106.833,0.615011,178.875,0.00505233,0.00133324,0.0156941,0.033848,0.000432968,0.133496,0.00397205,0.000353575,0.000325918,19.2461,19.2364,19.0178,19.0173,18.945,18.9609,19.2326,19.0311,18.8899
2021-08-31 09:00:00,2021-08-31,0.0,09:00:00,2021-08-31 09:00:00,1.01362,64.5534,0.973866,46.7256,0.978743,75.7515,1.46653,76.4119,0.915358,18.895,1.2175,77.4915,1.43586,73.8588,0.764036,56.6534,1.30272,25.0776,2.73011,1.58486,1.46188,3.04795,2.43652,1.96655,1.47828,1.01387,1.67506,18.9163,18.8483,18.8902,18.7295,18.9139,18.7203,18.7538,18.9949,18.8214
2021-08-31 10:00:00,2021-08-31,0.0,10:00:00,2021-08-31 10:00:00,2.17609,86.7734,2.10375,78.0304,1.80064,94.4495,2.78267,88.4562,1.85701,83.7952,2.14916,91.2349,2.57086,83.4757,1.75681,92.9389,1.78118,74.2467,3.00579,1.76426,1.71384,3.2744,2.80132,2.23443,1.74142,1.24437,1.81396,19.3246,19.2493,19.1815,18.9821,19.4969,18.9492,18.9849,19.3285,19.374
2021-08-31 11:00:00,2021-08-31,0.0,11:00:00,2021-08-31 11:00:00,2.28187,81.5112,2.17636,74.9037,2.34054,84.1888,2.33237,76.5048,2.32563,85.092,2.72979,89.1583,2.30395,74.3275,2.30979,85.763,2.03197,73.0612,3.00214,1.76367,1.73407,3.24233,2.80266,2.1496,1.73952,1.28572,1.81384,20.6601,20.6566,20.6769,20.2624,20.8965,20.4596,20.302,20.7798,20.8289
2021-08-31 12:00:00,2021-08-31,0.0,12:00:00,2021-08-31 12:00:00,5.12148,105.579,5.0999,103.162,4.84085,109.006,4.9515,107.267,4.91979,105.939,4.99392,109.714,4.80427,104.735,4.45465,110.56,4.91726,102.844,0.379859,0.212383,0.786691,0.297531,0.530585,0.60869,0.294422,1.01891,0.183947,21.6275,21.6978,20.9611,20.7896,21.9046,20.7415,21.2563,21.1895,22.003
2021-08-31 13:00:00,2021-08-31,0.0,13:00:00,2021-08-31 13:00:00,4.74805,120.9,4.68949,121.105,4.68129,118.414,4.87293,120.065,4.66337,121.387,4.91657,121.533,4.77179,118.392,4.5884,116.529,4.59215,122.807,0.104381,0.0340056,0.536107,0.0712099,0.165941,0.342435,0.0321479,0.789821,0.0461721,22.5509,22.757,22.4012,22.2036,22.7632,22.1053,22.4581,22.5341,22.9227
2021-08-31 14:00:00,2021-08-31,2.0,14:00:00,2021-08-31 14:00:00,6.28326,114.53,6.21061,115.052,6.1909,113.098,6.46564,114.694,5.98631,114.337,6.32946,113.72,6.47389,115.353,5.99182,112.693,5.82184,115.147,1.02416,1.58819,1.02804,1.2043,0.932025,0.936688,1.6627,1.17368,1.53614,22.826,23.0016,22.6814,22.3877,23.0922,22.3445,22.6164,22.871,23.2364
2021-08-31 15:00:00,2021-08-31,4.0,15:00:00,2021-08-31 15:00:00,6.10269,111.313,5.99227,112.137,6.27262,110.348,6.38071,111.182,5.95726,111.009,6.46297,110.719,6.24369,112.325,6.12617,109.302,5.86924,112.259,0.921388,1.55596,0.529236,1.13502,0.768019,0.64454,1.63349,0.426971,1.49129,23.5557,23.647,23.4634,23.1261,23.7986,23.1476,23.2661,23.6107,23.8891
2021-08-31 16:00:00,2021-08-31,1.0,16:00:00,2021-08-31 16:00:00,6.41825,118.07,6.38163,118.104,6.37639,116.997,6.58064,117.439,6.34128,118.149,6.53471,117.232,6.57301,117.507,6.27663,117.813,6.33271,118.618,0.92118,1.55494,0.527856,1.1349,0.767862,0.642912,1.63262,0.425559,1.49017,23.7471,23.9693,23.5614,23.3412,23.9966,23.272,23.5971,23.7014,24.2195
2021-08-31 17:00:00,2021-08-31,1.0,17:00:00,2021-08-31 17:00:00,7.21132,114.027,6.98454,113.898,7.30056,113.422,7.52104,113.793,6.93987,113.696,7.47741,113.206,7.28293,114.129,7.07786,113.13,6.80872,114.068,2.76566e-05,0.0,2.0504e-05,0.000336647,0.0,0.000217438,0.0,0.0,0.0,23.6282,23.7422,23.5144,23.208,23.8647,23.1999,23.3782,23.6703,23.9743
2021-08-31 18:00:00,2021-08-31,0.0,18:00:00,2021-08-31 18:00:00,7.12662,113.347,7.03057,112.693,7.24678,114.265,7.4306,113.376,6.89274,113.043,7.46763,114.124,7.28971,113.108,7.02869,114.022,6.85501,112.561,2.19345e-05,0.0,2.0504e-05,0.000310421,0.0,0.000217438,0.0,0.0,0.0,23.1667,23.2762,23.039,22.7383,23.4171,22.7236,22.8911,23.1971,23.5298
2021-08-31 19:00:00,2021-08-31,0.0,19:00:00,2021-08-31 19:00:00,6.97165,111.169,6.84976,111.285,7.05829,110.22,7.24823,111.107,6.7713,110.831,7.2659,110.374,7.0946,111.378,6.85185,109.562,6.69616,111.464,2.19345e-05,0.0,2.0504e-05,0.000310421,0.0,0.000217438,0.0,0.0,0.0,22.6349,22.7607,22.517,22.2091,22.8842,22.2057,22.3744,22.6774,23.0097
2021-08-31 20:00:00,2021-08-31,0.0,20:00:00,2021-08-31 20:00:00,6.51938,109.442,6.18025,108.639,6.73347,108.856,6.76348,109.339,6.30187,109.075,6.88245,109.085,6.37781,108.564,6.53466,107.853,6.04671,108.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7954,21.9696,21.6537,21.3817,22.0366,21.3472,21.6056,21.8178,22.1947
2021-08-31 21:00:00,2021-08-31,0.0,21:00:00,2021-08-31 21:00:00,5.84409,108.303,5.32648,106.41,6.26397,107.78,5.97744,108.032,5.68521,107.606,6.17661,107.557,5.54095,106.702,6.22081,106.603,5.1349,106.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8631,21.0337,20.7155,20.4537,21.1056,20.399,20.6598,20.9008,21.2622
2021-08-31 22:00:00,2021-08-31,0.0,22:00:00,2021-08-31 22:00:00,4.90646,103.291,4.9843,101.632,4.6133,103.751,5.15695,102.34,4.60147,103.523,4.66413,102.12,5.21082,101.903,4.52565,103.941,4.64984,101.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6102,20.7394,20.3995,20.2061,20.8333,20.1145,20.3532,20.5588,20.9766
2021-08-31 23:00:00,2021-08-31,0.0,23:00:00,2021-08-31 23:00:00,3.32651,93.5636,3.7646,91.98,3.07094,96.5562,3.61259,92.623,3.10384,94.1653,3.28614,95.8365,3.9183,91.1995,2.93938,95.9004,3.65041,93.2943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5053,20.6363,20.2981,20.0901,20.7473,20.008,20.2591,20.4543,20.873
2021-09-01 00:00:00,2021-09-01,0.0,00:00:00,2021-09-01 00:00:00,1.70861,95.5731,1.65803,83.7034,1.51995,99.3106,2.4544,94.1198,0.833916,74.3853,2.09367,92.2998,2.39973,93.9929,0.787754,91.5987,0.957095,51.9613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6501,19.5848,19.7132,19.6627,19.6362,19.7278,19.5956,19.6975,19.5728
2021-09-01 01:00:00,2021-09-01,0.0,01:00:00,2021-09-01 01:00:00,3.98281,89.9395,3.86593,88.0814,3.9066,91.8815,4.34655,90.0597,3.48264,88.7701,4.15698,90.6424,4.18486,89.347,3.55456,91.5407,3.4498,86.5251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6224,19.6292,19.5755,19.2414,19.8173,19.3314,19.2793,19.6655,19.8167
2021-09-01 02:00:00,2021-09-01,0.0,02:00:00,2021-09-01 02:00:00,3.02953,90.4489,2.73577,85.5315,2.93777,94.9481,3.66525,91.4239,2.24084,88.5456,3.4631,93.4237,3.28494,88.2971,2.3042,94.7565,2.20046,82.8602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4556,19.4104,19.3714,19.126,19.5611,19.1746,19.1085,19.3946,19.5205
2021-09-01 03:00:00,2021-09-01,0.0,03:00:00,2021-09-01 03:00:00,1.62467,66.902,1.35869,61.8265,1.38556,74.4979,2.2058,72.8446,1.09135,58.1358,2.07452,77.3058,1.84695,69.1353,0.959684,64.4476,1.01694,54.9592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.023,18.9903,19.0145,18.7306,19.0928,18.8778,18.7198,18.9733,19.0677
2021-09-01 04:00:00,2021-09-01,0.0,04:00:00,2021-09-01 04:00:00,1.70719,60.3438,1.43783,53.4031,1.17161,63.3966,2.33547,70.3229,1.25225,50.3897,2.20397,75.1264,1.80272,61.7916,0.877049,41.195,1.27816,51.0195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.726,18.6779,18.6829,18.4957,18.7971,18.7068,18.4086,18.6214,18.7976
2021-09-01 05:00:00,2021-09-01,0.0,05:00:00,2021-09-01 05:00:00,2.32761,83.9172,1.76953,82.8151,1.69888,89.8499,3.14331,85.9567,1.27655,81.2378,2.76403,89.0562,2.74869,86.6508,0.977354,96.3647,0.9716,78.2528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8534,18.6683,18.7035,18.5814,18.7095,18.6419,18.5455,18.5243,18.5601
2021-09-01 06:00:00,2021-09-01,0.0,06:00:00,2021-09-01 06:00:00,1.59116,87.5287,1.5859,82.9378,0.81432,90.7524,2.81998,90.5131,0.955227,74.6289,1.99694,91.8664,2.49601,89.5385,0.288293,46.2063,1.12699,75.6647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5505,18.5493,18.1951,18.5344,18.4473,18.3974,18.4681,18.3382,18.5023
2021-09-01 07:00:00,2021-09-01,0.0,07:00:00,2021-09-01 07:00:00,1.84853,66.0488,1.29315,54.1885,1.40764,65.6532,2.40767,72.0292,1.38253,58.138,2.00458,74.2841,1.83902,69.4893,0.84502,48.7686,1.12818,39.8767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5848,18.3065,18.326,18.4266,18.4344,18.403,18.2759,18.2458,18.2538
2021-09-01 08:00:00,2021-09-01,0.0,08:00:00,2021-09-01 08:00:00,1.46825,73.1884,1.22902,72.5986,1.23011,75.6507,2.17131,77.4868,1.13542,68.8545,1.77514,77.2906,1.73155,79.8862,0.894159,68.6624,0.994927,68.2631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2243,18.0692,18.0479,18.1695,18.1168,18.1337,18.0206,18.017,18.0144
2021-09-01 09:00:00,2021-09-01,0.0,09:00:00,2021-09-01 09:00:00,1.42079,88.1259,1.47362,84.9576,1.14885,102.851,2.45368,91.4133,0.906382,90.8838,1.92093,96.0513,2.14239,91.3769,0.695754,112.123,1.25664,84.6534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,18.1253,17.7845,18.1584,18.1088,17.9299,18.0942,17.8369,18.1382
2021-09-01 10:00:00,2021-09-01,0.0,10:00:00,2021-09-01 10:00:00,1.70861,95.5731,1.65803,83.7034,1.51995,99.3106,2.4544,94.1198,0.833916,74.3853,2.09367,92.2998,2.39973,93.9929,0.787754,91.5987,0.957095,51.9613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1102,19.0415,18.8326,18.7015,18.8326,18.621,18.7966,18.5614,18.736
2021-09-01 11:00:00,2021-09-01,0.0,11:00:00,2021-09-01 11:00:00,2.08397,110.971,1.57125,96.6328,2.07457,104.626,2.48176,108.752,1.13555,98.9156,2.60481,106.03,2.27469,99.9812,1.67201,103.136,0.965491,31.5731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4556,20.4586,20.4939,20.1585,20.3443,20.2938,20.1478,20.4658,19.6128
2021-09-01 12:00:00,2021-09-01,0.0,12:00:00,2021-09-01 12:00:00,3.65391,116.198,3.43193,111.253,4.0973,116.359,4.27156,115.717,3.57602,115.322,4.4733,115.49,3.79747,113.206,3.97424,115.343,2.42219,105.895,0.0296867,0.021706,0.0108626,0.0625695,0.0182384,0.0224656,0.0384462,0.0237134,0.0117105,21.6029,21.2682,21.5143,21.2977,21.5779,21.2838,21.1751,21.5774,21.1954
2021-09-01 13:00:00,2021-09-01,0.0,13:00:00,2021-09-01 13:00:00,4.93725,114.558,3.05642,96.1835,4.87587,113.414,4.98748,115.395,4.53599,112.203,4.9693,113.241,4.18682,104.557,4.94595,113.312,2.43404,77.4648,0.0303089,0.0370519,0.0108633,0.0630096,0.0189543,0.0224698,0.0465841,0.0237219,0.0409234,22.2588,21.8816,22.2464,21.9234,21.9893,21.994,22.0977,22.3004,21.399
2021-09-01 14:00:00,2021-09-01,0.0,14:00:00,2021-09-01 14:00:00,5.19246,118.586,4.93129,118.535,5.2992,116.587,5.41551,118.951,5.02531,117.915,5.54411,117.547,5.14386,117.826,5.1112,115.599,4.77523,118.863,0.0303242,0.0374571,0.0108633,0.0630104,0.0190288,0.0224698,0.0466119,0.0237237,0.0447453,22.9961,23.147,22.8892,22.5999,23.2055,22.5778,22.801,23.0377,23.2764
2021-09-01 15:00:00,2021-09-01,0.0,15:00:00,2021-09-01 15:00:00,5.66685,115.159,5.5698,114.026,5.75976,115.565,5.94157,114.757,5.4591,114.728,5.96471,115.866,5.85246,113.581,5.54015,114.642,5.38093,114.646,0.000637492,0.0157512,7.86968e-07,0.000440866,0.000790311,4.1239e-06,0.00816569,1.03228e-05,0.0330348,23.4147,23.5715,23.2561,23.0102,23.6329,22.9509,23.2046,23.4181,23.7418
2021-09-01 16:00:00,2021-09-01,0.0,16:00:00,2021-09-01 16:00:00,5.43188,112.704,5.4251,113.05,5.60579,112.691,5.71651,113.136,5.27417,112.874,5.88318,113.411,5.5822,113.836,5.43147,112.141,5.28474,113.406,5.70063e-05,0.0010313,8.28877e-08,0.000387512,7.45896e-05,1.19209e-07,0.0022956,1.88872e-06,0.00388187,23.1275,23.4093,23.2015,22.7688,23.4206,23.117,22.7879,23.2971,23.7132
