,index,Data,Horario,precipitacao_observada,Barreto_ws10,Barreto_wd10,Pto N_ws10,Pto N_wd10,Pto S_ws10,Pto S_wd10,Pto E_ws10,Pto E_wd10,Pto W_ws10,Pto W_wd10,Pto SE_ws10,Pto SE_wd10,Pto NE_ws10,Pto NE_wd10,Pto SW_ws10,Pto SW_wd10,Pto NW_ws10,Pto NW_wd10,prec_prev_Barreto,prec_prev_ptoN,prec_prev_ptoS,prec_prev_ptoE,prec_prev_ptoW,prec_prev_ptoSE,prec_prev_ptoNE,prec_prev_ptoSW,prec_prev_ptoNW,temp_prev_Barreto,temp_prev_ptoN,temp_prev_ptoS,temp_prev_ptoE,temp_prev_ptoW,temp_prev_ptoSE,temp_prev_ptoNE,temp_prev_ptoSW,temp_prev_ptoNW,DataHora
11513,864,2021-02-22,0000 UTC,0.0,0.316854,204.98,0.461255,232.252,0.210627,173.28599999999997,0.3555239999999999,215.621,0.408873,209.216,0.304431,198.874,0.495854,235.764,0.268067,198.726,0.586175,234.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5469,26.5991,26.4895,26.4743,26.6182,26.4191,26.5243,26.5588,26.6723,2021-02-22 00:00:00+00:00
10781,870,2021-02-22,1900 UTC,0.0,5.63363,166.183,5.4541900000000005,168.634,5.559769999999999,165.15099999999995,5.53839,164.87900000000005,5.65842,165.93099999999995,5.46182,164.03799999999995,5.250780000000002,166.206,5.632969999999999,165.405,5.6463800000000015,167.28900000000004,0.00411118,0.00103886,0.00793763,5.97424e-08,0.0142085,1.0396e-07,2.22523e-07,0.0128432999999999,0.0103648,27.3434,27.5034,27.1964,27.0619,27.4206,27.0815,27.2588,27.1299,27.617,2021-02-22 19:00:00+00:00
10780,871,2021-02-22,1800 UTC,0.0,5.47506,168.987,5.46191,170.032,5.40325,168.343,5.61931,168.60299999999995,5.55035,169.96099999999996,5.46544,167.63,5.57003,169.99200000000005,5.57686,169.65400000000002,5.56431,170.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6466,27.8734,27.4432,27.3455,27.7407,27.2512,27.6133,27.4503,27.9874,2021-02-22 18:00:00+00:00
11551,872,2021-02-22,1700 UTC,0.0,5.62295,176.542,5.5182,177.225,5.66046,176.426,5.64445,174.775,5.77455,177.03799999999995,5.56113,174.604,5.5494900000000005,176.074,5.88673,176.882,5.70589,177.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8488,28.1165,27.6059,27.5448,27.9194,27.4085,27.8519,27.6045,28.2041,2021-02-22 17:00:00+00:00
10775,873,2021-02-22,1600 UTC,0.8,5.16086,180.907,5.12411,181.455,5.19607,180.511,5.05054,176.55900000000003,5.24728,181.308,4.99578,176.604,5.02976,178.076,5.33805,180.651,5.27948,181.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0385,28.2993,27.8044,27.6783,28.0947,27.5516,27.9796,27.7834,28.3862,2021-02-22 16:00:00+00:00
11553,874,2021-02-22,1500 UTC,0.0,4.65256,189.624,4.6506,191.09,4.64674,187.76,4.49213,185.894,4.86307,191.797,4.41169,184.392,4.5025,188.633,4.890630000000002,190.806,4.91126,191.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0746,28.3321,27.8577,27.878,27.9842,27.7428,28.1549,27.6858,28.2657,2021-02-22 15:00:00+00:00
11150,875,2021-02-22,1400 UTC,1.6,3.7892,198.556,3.63335,198.49,3.85448,199.30900000000003,3.772,204.247,3.87962,194.66,3.72802,204.187,3.69798,204.346,4.03024,195.077,3.71209,194.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1435,28.3984,27.9275,27.9006,28.1992,27.821,28.1543,27.8661,28.4727,2021-02-22 14:00:00+00:00
10012,876,2021-02-22,1300 UTC,1.0,2.9622,202.224,2.8315900000000003,199.46,2.98993,200.931,2.94923,208.212,3.04121,195.11,3.01298,207.453,2.9092,207.611,3.0341,196.016,2.61696,196.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6206,27.8941,27.4684,27.3696,27.7227,27.3045,27.5823,27.472,28.0297,2021-02-22 13:00:00+00:00
11547,877,2021-02-22,1200 UTC,0.0,2.4335,208.099,1.7765099999999998,234.665,2.4915700000000003,215.292,2.63374,214.345,2.12181,211.762,2.61199,222.637,2.20609,221.238,2.38119,207.522,1.7643400000000002,254.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9848,27.1312,26.8173,26.6194,27.1897,26.6292,26.8834,26.8926,27.1505,2021-02-22 12:00:00+00:00
10771,878,2021-02-22,1100 UTC,0.0,0.8381790000000001,259.144,1.34951,286.793,1.0361200000000002,236.822,0.987796,245.669,1.07116,266.954,1.2698,234.053,1.14308,273.024,1.01112,242.772,1.56788,285.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1178,26.0569,26.1213,25.7753,26.27,25.8859,25.8277,26.1976,26.1277,2021-02-22 11:00:00+00:00
10386,879,2021-02-22,1000 UTC,0.0,0.316854,204.98,0.461255,232.252,0.210627,173.28599999999997,0.3555239999999999,215.621,0.408873,209.216,0.304431,198.874,0.495854,235.764,0.268067,198.726,0.586175,234.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1375,25.233,25.0649,24.7496,25.3683,24.7884,24.8696,25.199,25.4313,2021-02-22 10:00:00+00:00
11565,965,2021-02-26,2000 UTC,0.0,4.98163,124.193,5.13008,129.142,4.53092,120.324,5.3463,122.698,4.45506,125.71,4.83014,118.145,5.58091,127.675,4.1473,123.765,4.58522,131.08700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7975,27.9994,27.7562,27.1348,28.2419,27.1864,27.3802,28.1061,28.4126,2021-02-26 20:00:00+00:00
11564,966,2021-02-26,1900 UTC,0.0,4.61888,121.996,4.46504,121.906,4.5415,119.946,4.9873,120.245,4.37408,123.227,4.836469999999999,117.975,4.9036,120.864,4.34313,122.81,4.24568,125.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8057,29.107,28.643,28.216,29.1745,28.167,28.4909,28.9145,29.4789,2021-02-26 19:00:00+00:00
11563,967,2021-02-26,1800 UTC,0.0,3.74466,119.634,3.67966,121.407,3.70039,117.669,3.94039,120.32,3.61972,120.908,3.8646,116.004,3.96926,123.45,3.62952,122.115,3.48355,121.602,1.20309e-08,5.68707e-07,2.60458e-09,3.98147e-07,1.86742e-10,3.76107e-10,1.27436e-06,6.24334e-11,3.5631199999999994e-08,29.4171,29.5891,29.3432,28.829,29.7929,28.8754,29.0133,29.6099,30.0019,2021-02-26 18:00:00+00:00
11559,968,2021-02-26,1700 UTC,,3.42225,114.447,3.3991800000000003,111.328,3.47988,115.803,3.67561,111.966,3.3116800000000004,114.833,3.58209,111.782,3.73818,114.105,3.28635,115.251,3.19683,115.906,1.20309e-08,5.68707e-07,2.60458e-09,3.98147e-07,1.86742e-10,3.76107e-10,1.27436e-06,6.24334e-11,3.5631199999999994e-08,30.0461,30.1934,29.9157,29.4173,30.3481,29.4882,29.546,30.1925,30.5284,2021-02-26 17:00:00+00:00
11560,969,2021-02-26,1500 UTC,0.0,2.8349,158.741,2.17847,158.393,2.8474,158.672,2.95782,144.621,3.05444,183.722,2.87565,149.293,2.49161,136.47299999999998,3.07329,181.121,3.09038,187.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5523,30.0443,29.2623,29.0815,29.5443,28.941,29.5389,29.1959,29.8474,2021-02-26 15:00:00+00:00
11169,970,2021-02-26,1400 UTC,0.0,2.32858,182.691,1.53649,182.546,2.24776,190.368,2.06285,179.313,2.42286,183.232,1.86288,191.506,1.21018,189.026,2.47784,186.698,1.71298,178.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4484,28.6598,28.2467,28.2072,28.5699,28.0995,28.4393,28.307,28.7654,2021-02-26 14:00:00+00:00
11562,971,2021-02-26,1100 UTC,0.0,0.647051,7.74292,0.621905,358.836,0.6372770000000001,16.5189,0.568457,5.14127,0.764871,7.657780000000002,0.494865,9.70303,0.61729,6.86603,0.7333350000000001,14.4169,0.794768,9.48468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3292,24.3282,24.3689,24.0562,24.4274,24.1693,24.0883,24.408,24.3369,2021-02-26 11:00:00+00:00
11572,983,2021-02-26,1000 UTC,0.0,0.643953,282.082,0.6324569999999999,283.617,0.6847880000000001,283.258,0.712191,269.958,0.55174,297.646,0.71668,273.154,0.737684,266.421,0.550426,295.07,0.54666,304.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8729,23.8884,23.8576,23.6022,23.9581,23.6747,23.6786,23.8904,23.8824,2021-02-26 10:00:00+00:00
11571,984,2021-02-27,0500 UTC,0.0,0.942362,41.2206,1.2312299999999998,38.3464,0.739069,47.1819,1.21715,61.70399999999999,0.82326,38.8515,0.8590120000000001,66.61,1.45249,61.7747,0.7777270000000001,49.4209,1.22288,16.2361,1.7290900000000002,1.69443,1.82602,2.05051,1.3213,2.1373,2.02228,1.41796,1.27106,24.2079,24.1938,24.0575,23.8334,24.2367,23.8385,23.78,24.0836,24.097,2021-02-27 05:00:00+00:00
11570,985,2021-02-27,0700 UTC,0.0,0.987505,18.5107,1.05662,28.8648,1.02935,9.70648,1.2108,42.7733,1.28461,2.60602,1.06984,37.5178,1.28039,43.5605,1.17514,1.15121,1.52116,8.66324,0.0592523,0.0385795,0.0798817,0.0738559,0.0227804,0.0967569,0.0516753,0.0324781,0.0143542,23.8885,23.9054,23.9158,23.5882,23.7555,23.8042,23.6059,23.769,23.5921,2021-02-27 07:00:00+00:00
11566,986,2021-02-27,0600 UTC,0.2,0.588735,13.6617,0.635961,6.53949,0.742308,23.343000000000004,0.697974,38.3814,1.01693,346.987,0.686976,23.4067,0.642359,36.0657,0.948541,8.14838,1.18328,346.532,1.10845,1.11345,1.13226,1.3022,0.78459,1.30769,1.32068,0.8257700000000001,0.764034,23.9299,23.9095,23.94,23.5055,23.9223,23.6403,23.5687,24.0066,23.6754,2021-02-27 06:00:00+00:00
11567,987,2021-02-27,0400 UTC,0.0,1.13741,133.937,1.0931,137.32299999999998,1.07158,128.234,1.40247,131.139,1.1296700000000002,125.787,1.29653,130.031,1.32849,135.056,1.08805,116.722,1.14599,127.796,4.44341,4.35783,4.54225,4.97122,3.67823,4.974069999999998,4.96917,3.87255,3.5071800000000004,23.3023,23.2963,23.2348,23.1371,23.4792,23.0693,23.1896,23.3772,23.4898,2021-02-27 04:00:00+00:00
11568,988,2021-02-27,1000 UTC,0.0,0.67604,113.633,0.829976,101.921,0.601104,129.007,0.916284,102.731,0.667126,117.688,0.664693,115.124,1.05219,99.0918,0.622594,127.056,0.644579,106.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.896,23.9493,23.7017,23.5312,24.1154,23.4086,23.6091,23.8887,24.1436,2021-02-27 10:00:00+00:00
11569,989,2021-02-27,0200 UTC,0.0,1.2048,53.7247,1.33966,65.1729,1.06568,44.3045,1.32749,47.0074,1.18068,66.081,1.1638700000000002,45.6135,1.38842,51.8636,1.09943,58.3511,1.28284,65.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.563,24.6101,24.53,24.2446,24.7652,24.3708,24.2562,24.6088,24.8055,2021-02-27 02:00:00+00:00
